predicted_direction,predicted_state_at_horizon,horizon_months,voice,hedged,attributed_to,page_id,source,arm,window,window_kind,cycle,newspaper_title,lccn,date,publisher_state,claim_month,target_month,actual_state,hit,confidence,brier,epu
improve,expansion,6,quoted_banker_or_economist,False,Scott Simon,1929224919,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-20,,2009-03,2009-09,expansion,True,0.9,0.009999999999999995,201.7767
worsen,recession,6,quoted_banker_or_economist,False,Robert J. Barbera,1929224925,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-20,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,quoted_banker_or_economist,False,not specified,1929224925,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-20,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,editorial,False,,1929224995,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-23,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,quoted_banker_or_economist,True,,1929225080,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-23,,2009-03,2009-09,expansion,False,0.7,0.48999999999999994,201.7767
worsen,recession,6,reported_survey,False,International Monetary Fund,1929226110,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-26,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,editorial,True,,1929226110,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-26,,2009-03,2009-09,expansion,False,0.7,0.48999999999999994,201.7767
stable,expansion,6,quoted_banker_or_economist,False,Joseph E. Misanin,1929226364,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-26,,2009-03,2009-09,expansion,True,0.9,0.009999999999999995,201.7767
worsen,recession,6,quoted_banker_or_economist,False,economists,1929226364,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-26,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
improve,expansion,6,quoted_banker_or_economist,True,Hiroshi Shiraishi,1929226364,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-26,,2009-03,2009-09,expansion,True,0.7,0.09000000000000002,201.7767
improve,expansion,6,quoted_banker_or_economist,False,Ms. Schaede,1929226364,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-26,,2009-03,2009-09,expansion,True,0.9,0.009999999999999995,201.7767
improve,expansion,12,other,True,,1929226554,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-17,,2009-03,2010-03,expansion,True,0.7,0.09000000000000002,201.7767
worsen,recession,6,quoted_banker_or_economist,True,Rebecca Lindland,1929226656,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-04,,2009-03,2009-09,expansion,False,0.7,0.48999999999999994,201.7767
worsen,recession,6,quoted_banker_or_economist,False,Josef Ackermann,1929227665,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-06,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
improve,expansion,12,quoted_banker_or_economist,True,Josef Ackermann,1929227665,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-06,,2009-02,2010-02,expansion,True,0.7,0.09000000000000002,233.6522
worsen,recession,12,quoted_banker_or_economist,True,Banco Santander,1929227665,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-06,,2009-02,2010-02,expansion,False,0.7,0.48999999999999994,233.6522
improve,expansion,6,other,False,,1929227740,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-06,,2009-02,2009-08,expansion,True,0.9,0.009999999999999995,233.6522
worsen,recession,6,quoted_banker_or_economist,True,Rupert Murdoch,1929227740,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-06,,2009-02,2009-08,expansion,False,0.7,0.48999999999999994,233.6522
worsen,recession,6,quoted_banker_or_economist,False,Rupert Murdoch,1929227740,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-06,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
worsen,recession,6,other,True,,1929227792,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-13,,2009-03,2009-09,expansion,False,0.7,0.48999999999999994,201.7767
improve,expansion,6,other,True,,1929227792,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-13,,2009-03,2009-09,expansion,True,0.7,0.09000000000000002,201.7767
improve,expansion,12,quoted_banker_or_economist,False,Nick Bloom,1929227792,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-13,,2009-03,2010-03,expansion,True,0.9,0.009999999999999995,201.7767
improve,expansion,6,government_official,True,,1929227841,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-13,,2009-03,2009-09,expansion,True,0.7,0.09000000000000002,201.7767
worsen,recession,6,quoted_banker_or_economist,True,Rosalind Wells,1929227859,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-13,,2009-03,2009-09,expansion,False,0.7,0.48999999999999994,201.7767
stable,recession,6,other,True,Mr. Laudicina,1929227859,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-13,,2009-03,2009-09,expansion,False,0.7,0.48999999999999994,201.7767
improve,expansion,6,politician,False,John D. Dingell,1929227859,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-13,,2009-03,2009-09,expansion,True,0.9,0.009999999999999995,201.7767
worsen,recession,6,other,False,Wayne LaGary,1929227867,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-12,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,editorial,True,,1929227928,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-13,,2009-03,2009-09,expansion,False,0.7,0.48999999999999994,201.7767
worsen,recession,6,editorial,False,,1929227928,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-13,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,reported_survey,False,World Bank,1929227928,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-13,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,editorial,False,,1929227928,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-13,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,reported_survey,False,European Central Bank,1929227928,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-13,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,reported_survey,False,IMF,1929227928,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-13,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,editorial,False,,1929228027,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-30,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
stable,recession,6,other,True,,1929228336,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-11,,2009-01,2009-07,expansion,False,0.7,0.48999999999999994,236.5221
worsen,recession,6,quoted_banker_or_economist,False,David W. Tice,1929228441,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-11,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
worsen,recession,6,quoted_banker_or_economist,True,Mr. Worah,1929228441,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-11,,2009-01,2009-07,expansion,False,0.7,0.48999999999999994,236.5221
improve,expansion,6,quoted_banker_or_economist,False,Daniel Rice,1929228441,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-11,,2009-01,2009-07,expansion,True,0.9,0.009999999999999995,236.5221
worsen,recession,12,quoted_banker_or_economist,True,Jim Skinner,1929228466,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-11,,2009-01,2010-01,expansion,False,0.7,0.48999999999999994,236.5221
worsen,recession,12,reported_survey,False,,1929228487,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-11,,2009-01,2010-01,expansion,False,0.9,0.81,236.5221
improve,expansion,12,quoted_banker_or_economist,False,Josephine Jimenez,1929228487,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-11,,2009-01,2010-01,expansion,True,0.9,0.009999999999999995,236.5221
improve,expansion,12,quoted_banker_or_economist,False,Mark Mobius,1929228487,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-11,,2009-01,2010-01,expansion,True,0.9,0.009999999999999995,236.5221
improve,expansion,12,quoted_banker_or_economist,True,Robert Arnott,1929228487,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-11,,2009-01,2010-01,expansion,True,0.7,0.09000000000000002,236.5221
worsen,recession,6,editorial,False,,1929228553,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-11,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
worsen,recession,6,quoted_banker_or_economist,False,James Margard,1929228606,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-11,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
improve,expansion,6,quoted_banker_or_economist,False,Bob Turner,1929228606,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-11,,2009-01,2009-07,expansion,True,0.9,0.009999999999999995,236.5221
improve,expansion,12,quoted_banker_or_economist,True,James Margard,1929228606,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-11,,2009-01,2010-01,expansion,True,0.7,0.09000000000000002,236.5221
improve,expansion,12,quoted_banker_or_economist,False,Robert Arnott,1929228606,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-11,,2009-01,2010-01,expansion,True,0.9,0.009999999999999995,236.5221
worsen,recession,6,other,False,,1929229525,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-07,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,other,False,,1929229525,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-07,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,quoted_banker_or_economist,False,Ivy Zelman,1929229525,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-07,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,other,True,,1929229525,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-07,,2009-03,2009-09,expansion,False,0.7,0.48999999999999994,201.7767
improve,expansion,10,other,True,,1929229708,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-07,,2009-03,2010-01,expansion,True,0.7,0.09000000000000002,201.7767
improve,expansion,6,quoted_banker_or_economist,True,Robert Barbera,1929229708,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-07,,2009-03,2009-09,expansion,True,0.7,0.09000000000000002,201.7767
worsen,recession,6,quoted_banker_or_economist,True,Robert E. Hall,1929229708,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-07,,2009-03,2009-09,expansion,False,0.7,0.48999999999999994,201.7767
improve,expansion,6,quoted_banker_or_economist,False,Robert E. Hall,1929229708,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-07,,2009-03,2009-09,expansion,True,0.9,0.009999999999999995,201.7767
improve,expansion,6,quoted_banker_or_economist,False,Andrew Stettner,1929229708,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-07,,2009-03,2009-09,expansion,True,0.9,0.009999999999999995,201.7767
worsen,recession,6,reported_survey,True,,1929230016,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-04,,2009-01,2009-07,expansion,False,0.7,0.48999999999999994,236.5221
worsen,recession,6,government_official,False,James Trezise,1929230016,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-04,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
worsen,recession,6,quoted_banker_or_economist,False,Louis R. Chenevert,1929230023,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-11,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,quoted_banker_or_economist,False,Richard H. Anderson and Edward H. Bastian,1929230023,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-11,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
improve,expansion,6,editorial,False,,1929230138,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-18,,2009-03,2009-09,expansion,True,0.9,0.009999999999999995,201.7767
worsen,recession,6,government_official,False,,1929251246,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-10,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
improve,expansion,6,reported_survey,True,,1929251246,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-10,,2009-03,2009-09,expansion,True,0.7,0.09000000000000002,201.7767
worsen,recession,6,quoted_banker_or_economist,True,Kenneth Rogoff and Nouriel Roubini,1929251606,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-10,,2009-03,2009-09,expansion,False,0.7,0.48999999999999994,201.7767
worsen,recession,6,quoted_banker_or_economist,True,Nouriel Roubini,1929251606,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-10,,2009-03,2009-09,expansion,False,0.7,0.48999999999999994,201.7767
worsen,recession,6,quoted_banker_or_economist,False,John LaRosa,1929266850,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-08,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
stable,expansion,6,quoted_banker_or_economist,False,Mr. Ray,1929266850,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-08,,2009-03,2009-09,expansion,True,0.9,0.009999999999999995,201.7767
worsen,recession,6,quoted_banker_or_economist,False,John LaRosa,1929266850,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-08,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
worsen,recession,6,other,False,Harry S. Dent Jr.,1929267766,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-08,,2009-03,2009-09,expansion,False,0.9,0.81,201.7767
improve,expansion,6,quoted_banker_or_economist,True,Ms. Herman,1929268047,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-08,,2009-03,2009-09,expansion,True,0.7,0.09000000000000002,201.7767
worsen,recession,6,quoted_banker_or_economist,True,unspecified,1929268047,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-08,,2009-03,2009-09,expansion,False,0.7,0.48999999999999994,201.7767
improve,expansion,6,quoted_banker_or_economist,False,unspecified,1929268047,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-08,,2009-03,2009-09,expansion,True,0.9,0.009999999999999995,201.7767
improve,expansion,6,other,False,,1929268047,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-08,,2009-03,2009-09,expansion,True,0.9,0.009999999999999995,201.7767
worsen,recession,6,government_official,False,Antonio M. Perez,1929490264,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-30,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
worsen,recession,6,quoted_banker_or_economist,True,,1929490264,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-30,,2009-01,2009-07,expansion,False,0.7,0.48999999999999994,236.5221
worsen,recession,6,editorial,False,,1929490457,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-30,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
improve,expansion,6,quoted_banker_or_economist,False,Alan R. Mulally,1929490620,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-30,,2009-01,2009-07,expansion,True,0.9,0.009999999999999995,236.5221
improve,expansion,24,quoted_banker_or_economist,False,Alan R. Mulally,1929490620,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-30,,2009-01,2011-01,expansion,True,0.9,0.009999999999999995,236.5221
worsen,recession,6,other,True,,1929490620,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-30,,2009-01,2009-07,expansion,False,0.7,0.48999999999999994,236.5221
worsen,recession,6,quoted_banker_or_economist,False,Niall Ferguson,1929491001,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-30,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
worsen,recession,6,quoted_banker_or_economist,False,Niall Ferguson,1929491001,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-30,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
worsen,recession,6,quoted_banker_or_economist,True,Steven Roach,1929491001,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-30,,2009-01,2009-07,expansion,False,0.7,0.48999999999999994,236.5221
worsen,recession,6,reported_survey,False,International Monetary Fund,1929491001,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-01-30,,2009-01,2009-07,expansion,False,0.9,0.81,236.5221
improve,expansion,6,other,False,,1929969277,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-22,,2009-03,2009-09,expansion,True,0.9,0.009999999999999995,201.7767
stable,expansion,6,other,False,,1929969277,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-22,,2009-03,2009-09,expansion,True,0.9,0.009999999999999995,201.7767
improve,expansion,6,other,True,,1929969277,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-22,,2009-03,2009-09,expansion,True,0.7,0.09000000000000002,201.7767
improve,expansion,6,quoted_banker_or_economist,True,Janies Bianco,1929969997,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-03-22,,2009-03,2009-09,expansion,True,0.7,0.09000000000000002,201.7767
worsen,recession,6,quoted_banker_or_economist,False,Harry S. Dent,1930247922,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-01,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
worsen,recession,6,quoted_banker_or_economist,False,,1930248124,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-01,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
improve,expansion,6,quoted_banker_or_economist,False,Dr. Pangloss,1930248124,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-01,,2009-02,2009-08,expansion,True,0.9,0.009999999999999995,233.6522
improve,expansion,6,quoted_banker_or_economist,True,Tyler Cowen,1930248221,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-01,,2009-02,2009-08,expansion,True,0.7,0.09000000000000002,233.6522
stable,recession,6,editorial,False,,1930248221,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2009-02-01,,2009-02,2009-08,expansion,False,0.9,0.81,233.6522
improve,expansion,6,quoted_banker_or_economist,False,,1933733218,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-10,,2008-10,2009-04,recession,False,0.9,0.81,297.1825
improve,expansion,6,government_official,False,Dominique Strauss-Kahn,1933733218,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-10,,2008-10,2009-04,recession,False,0.9,0.81,297.1825
worsen,recession,6,quoted_banker_or_economist,True,Carmen M. Reinhart,1933733218,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-10,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,reported_survey,False,,1933733339,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-10,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,False,Richard Sparks,1933733339,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-10,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,False,official with the industry watchdog,1933733409,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-10,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,True,Brad Hintz,1933733425,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-10,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,government_official,True,Federal Reserve Open Market Committee,1933733425,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-10,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,editorial,True,,1933733425,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-10,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,quoted_banker_or_economist,False,,1933734778,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-07,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,False,executive at Bessemer Trust,1933734801,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,editorial,True,Joe Nocera,1933734801,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
improve,expansion,6,editorial,True,,1933734801,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,False,0.7,0.48999999999999994,297.1825
worsen,recession,6,politician,False,David Barger and others,1933734856,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-02,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
improve,expansion,12,politician,True,David Barger and others,1933734856,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-02,,2008-10,2009-10,expansion,True,0.7,0.09000000000000002,297.1825
stable,recession,6,politician,True,David Barger and others,1933734856,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-02,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,quoted_banker_or_economist,True,Robert B. Zoellick,1933735094,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-07,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,reported_survey,True,,1933735198,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,quoted_banker_or_economist,False,Michael T. Darda,1933735198,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
stable,recession,6,other,True,,1933735198,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
improve,expansion,6,politician,True,Mr. Obama,1933735216,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,False,0.7,0.48999999999999994,297.1825
worsen,recession,6,politician,True,Representative John A. Boehner,1933735216,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,government_official,True,Governor Schwarzenegger,1933735216,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,government_official,False,Mr. Lockyer,1933735216,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,politician,False,Mr. McCain,1933735216,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,other,False,,1933735251,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,other,False,,1933735251,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,other,False,,1933735251,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,other,False,,1933735251,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,12,quoted_banker_or_economist,True,Robert Barbera,1933735251,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-10,expansion,False,0.7,0.48999999999999994,297.1825
worsen,recession,6,other,False,,1933735251,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-04,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,True,Holger Schmieding,1933735271,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-07,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,3,quoted_banker_or_economist,False,Holger Schmieding,1933735271,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-07,,2008-10,2009-01,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,False,,1933737940,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-06,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,other,False,,1933737940,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-06,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,False,Moody's Economy.com,1933737940,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-06,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,9,quoted_banker_or_economist,True,Marisa DiNatale,1933737940,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-06,,2008-10,2009-07,expansion,False,0.7,0.48999999999999994,297.1825
worsen,recession,24,government_official,False,William C. Thompson Jr.,1933737950,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-15,,2008-10,2010-10,expansion,False,0.9,0.81,297.1825
worsen,recession,24,government_official,False,William C. Thompson Jr.,1933737950,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-15,,2008-10,2010-10,expansion,False,0.9,0.81,297.1825
worsen,recession,24,reported_survey,False,Ronnie Lowenstein,1933737950,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-15,,2008-10,2010-10,expansion,False,0.9,0.81,297.1825
worsen,recession,24,reported_survey,True,Ronnie Lowenstein,1933737950,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-15,,2008-10,2010-10,expansion,False,0.7,0.48999999999999994,297.1825
worsen,recession,6,editorial,False,Federal Reserve Bank of Chicago,1933738081,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-25,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,government_official,True,White House,1933738081,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-25,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,editorial,False,,1933738081,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-25,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,False,Vera de Ladoucette,1933738081,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-25,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,other,False,,1933738081,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-25,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,12,editorial,False,,1933738086,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-25,,2008-10,2009-10,expansion,False,0.9,0.81,297.1825
