claim_id,episode,kind,publisher,state,date,search_term,page_url,quote,is_prediction,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name
275,1907 Panic,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1908-03-25,return of prosperity,http://www.loc.gov/resource/sn83045462/1908-03-25/ed-1/?sp=8,"He -declared he will not do so unless sanctioned by the fiscal court, now in session.",no,other,unclear,na,na,vague,assertive,unclear,na
276,1907 Panic,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1907-10-13,return of prosperity,http://www.loc.gov/resource/sn84026749/1907-10-13/ed-1/?sp=22,"ne was more or less of a surpirse that the turn of the market should be so un expectedly bad, as conservative bank ers and others have been predicting that following the 1st of October and the coming of the fall season there would be a return of prosperity, afid that the money market having passed through the crop-moving period would loosen up, and that easier money with all its attendant good results would prevail That such has not been the case, but that the week closed with a gloomier view than ever 's one of tne cases showing how the prophets were mis taken.",yes,general_business,improve,na,na,vague,assertive,expert,na
277,1907 Panic,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1907-12-29,return of prosperity,http://www.loc.gov/resource/sn84026749/1907-12-29/ed-1/?sp=20,"In Wheeling at least 4, 000 men who have been jdle most of two months will get started then, and in adjacent manufacturing establishments 7,000 to 8,000 men are ordered to work either Monday or Thursday mornings.",yes,employment,improve,na,down,vague,assertive,journalist,na
278,1907 Panic,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1907-12-29,return of prosperity,http://www.loc.gov/resource/sn84026749/1907-12-29/ed-1/?sp=20,"with 200 men, will resume work in a week, and the Aeina standard sheet mill, employing 2,300 men, will start half its mills Monday, and the other half in a week.",yes,employment,improve,na,down,vague,assertive,unclear,na
279,1907 Panic,crisis,"the red cloud chief (red cloud, webster co., neb.) 1873-1923",nebraska,1908-03-06,return of prosperity,http://www.loc.gov/resource/sn84022835/1908-03-06/ed-1/?sp=2,"They practically uniformly ex press confidence that the return of prosperity will bo almost as sudden as was the coining of adversity, and In their arguments as to tho enforce ment of tho nine-hour law they pointed out to the commission that such a re turn of prosperity might seriously em bartass them In complying with tho law, because It would render difficult to command the services of competent opeiators in sufficient numbers to meet the needs of prosperous condi tions.",yes,general_business,improve,na,na,vague,hedged,expert,na
280,1907 Panic,crisis,"the waxahachie daily light (waxahachie, tex.) 1894-current",texas,1908-06-01,return of prosperity,http://www.loc.gov/resource/sn86090369/1908-06-01/ed-1/?sp=2,"Louis, and it is likely that the plan followed here will be taken up in many other cities throughout the country.",no,other,unclear,na,na,vague,hedged,unclear,na
281,1907 Panic,crisis,"the waxahachie daily light (waxahachie, tex.) 1894-current",texas,1908-06-01,return of prosperity,http://www.loc.gov/resource/sn86090369/1908-06-01/ed-1/?sp=2,More Than Two Hundred Will Re ceive Diploma\u00bb This Year.,no,other,unclear,na,na,vague,assertive,unclear,na
282,1907 Panic,crisis,"st. landry clarion (opelousas, la.) 1890-1921",louisiana,1908-03-14,return of prosperity,http://www.loc.gov/resource/sn88064250/1908-03-14/ed-1/?sp=1,"They practically uniformly express confi dence that the return of prosperity will be almost as sudden as was the coming of adversity and in their ar guments as to the enforcement of the nine-hour law, they pointed out to the commission that such a return of prosperity might seriously embarrass them in complying with the law be cause it would render it difficult to secure the service of competent op erators in sufficient numbers to meet the needs of prosperous conditions.",yes,general_business,improve,na,na,vague,hedged,expert,na
283,1907 Panic,crisis,"the laramie republican (laramie, wyo.) 18??-1923",wyoming,1908-03-25,return of prosperity,http://www.loc.gov/resource/sn92066979/1908-03-25/ed-1/?sp=3,Beleves There is Return of Prosperity in Short Time and That Railroads Will Soon Be Moving Vast Amount of Freight\u2014Railroad Companies Sued for Neglecting Stock.,yes,general_business,improve,na,na,vague,assertive,unclear,na
284,1907 Panic,crisis,"the laramie republican (laramie, wyo.) 18??-1923",wyoming,1908-03-25,return of prosperity,http://www.loc.gov/resource/sn92066979/1908-03-25/ed-1/?sp=3,"Stubbs, head of the traffic de partment of the Harriman lines, arriv ed in Omaha Monday morning and will go to Lincoln Tuesday to attend the meeting of the Nebraska railway com mission when the question of the ad visability of putting in distance tariffs in Nebraska will be considered, says the Omaha Bee.",no,other,unclear,na,na,vague,hedged,unclear,na
285,1907 Panic,crisis,"the times-journal (malvern, hot spring county, ark.) 1893-1913",arkansas,1908-05-13,return of prosperity,http://www.loc.gov/resource/sn89051238/1908-05-13/ed-1/?sp=1,"On all sides we find expressions of favorable sentiments to the ef fect that further legislation against railroads and large corporations shall cease; that the business in terestsjof this country shall be giv en a rest, and that the departments of justice may be allowed to pro ceed (with t heir work in a quiet mapner\u2014which, of course, is great ly to be desired.",no,other,unclear,na,na,vague,hedged,unclear,na
286,1907 Panic,crisis,"pine bluff daily graphic (pine bluff, ark.) 1893-1942",arkansas,1908-03-04,return of prosperity,http://www.loc.gov/resource/sn89051168/1908-03-04/ed-1/?sp=8,"They practically uniformly ex press confidence that the return of prosperity will be almost as sudden as was the coming of adversity.\"" I K i n ti o e i a i r I f< r f THE REASON'.",yes,general_business,improve,na,na,vague,assertive,expert,na
287,1907 Panic,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1908-03-30,return of prosperity,http://www.loc.gov/resource/sn83030214/1908-03-30/ed-1/?sp=10,"In other directions, though, it met with much eriticism, in which was brought up again the BR BE AR ns A Rs Rud er Mist Bll Le SB ae Br M0 Corporation appears to have been haited, and, although the business being done is on a much larger scale than at the opening of the year, an approach to normal production can hardly be expected until conditions shall have so decidedly improved that the railroads will be enabled to obtain at favorable rates the funds with which to pay for heavy orders of rails and otHer ma terial In the copper industry the outlock now seems better.",yes,general_business,improve,na,na,vague,hedged,journalist,na
288,1907 Panic,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1908-03-30,return of prosperity,http://www.loc.gov/resource/sn83030214/1908-03-30/ed-1/?sp=10,"In other directions, though, it met with much eriticism, in which was brought up again the question of the soundness of the policy of the company making investments in millions upon millions of securities of other roads, somne of them far {rayn Union Pacific territory, these in vestments representing at present levels a loss of many millions of dollars to the Union Pacific and being to a considerable extent the cceasion ing cause of the company\u2019s floating debt, to tha extinction of which a large part of the pro ceeds of the new bond issue will be applied.",no,other,unclear,na,na,vague,hedged,unclear,na
289,1907 Panic,crisis,"the weekly herald (amarillo, tex.) 1906-19??",texas,1908-04-02,return of prosperity,http://www.loc.gov/resource/sn86088122/1908-04-02/ed-1/?sp=8,"with liabilities slightly less, and there Is every likelihood It will be able to pay all of tho 20,000 deposi tors In full.",yes,general_business,improve,na,na,vague,hedged,unclear,na
290,1907 Panic,crisis,"daily public ledger (maysville, ky.) 1892-191?",kentucky,1908-06-22,return of prosperity,http://www.loc.gov/resource/sn86069117/1908-06-22/ed-1/?sp=2,The steamship companies expect the steerage traffic to continue in its present swing for some time.,yes,general_business,no_change,na,na,vague,hedged,expert,na
291,1907 Panic,crisis,"the washington herald (washington, d.c.) 1906-1939",district of columbia,1908-04-26,return of prosperity,http://www.loc.gov/resource/sn83045433/1908-04-26/ed-1/?sp=33,"In fact, the average weekly shipments of wheat from Argentina for the past two months has been 4925000 bushels, and this amount will increase rather than dimin ish during the month of May, This means an enormous flow of gold to Argentina for one thing, and it is likely to affect in some measure the gute put of spring wheat in the great North west, though it is thought by many that tae real proportions of the Argentina crop were not known there soon enough to head off the impulse of high prices in January and February.",yes,prices,improve,up,na,vague,hedged,unclear,na
292,1907 Panic,crisis,"the washington herald (washington, d.c.) 1906-1939",district of columbia,1908-04-26,return of prosperity,http://www.loc.gov/resource/sn83045433/1908-04-26/ed-1/?sp=33,"What will be the effect of a great har vest in the United States and Canada, to which everybody seems to be looking forward at the present time?",no,other,unclear,na,na,vague,unclear,unclear,na
293,1907 Panic,crisis,"the wenatchee daily world (wenatchee, wash.) 1905-1971",washington,1908-03-10,return of prosperity,http://www.loc.gov/resource/sn86072041/1908-03-10/ed-1/?sp=1,"The council tonight will also dis cuss the question of the Closet Per mit, asked for by the G.",no,other,unclear,na,na,vague,hedged,unclear,na
294,1907 Panic,crisis,"the wenatchee daily world (wenatchee, wash.) 1905-1971",washington,1908-03-10,return of prosperity,http://www.loc.gov/resource/sn86072041/1908-03-10/ed-1/?sp=1,"An effort will be made to clear up the apparent contradictions which exist, and come to an understanding.",no,other,unclear,na,na,vague,hedged,unclear,na
295,1907 Panic,crisis,"the morning tribune (providence, r.i.) 1906-1908",rhode island,1908-06-11,return of prosperity,http://www.loc.gov/resource/sn91070631/1908-06-11/ed-1/?sp=4,Lane of the Inter-State Commerce Commission fears that when the time comes for moving the crops there will be no escape from a shortage of freight cars.,yes,general_business,worsen,na,na,vague,hedged,official,Lane
296,1907 Panic,crisis,"the morning tribune (providence, r.i.) 1906-1908",rhode island,1908-06-11,return of prosperity,http://www.loc.gov/resource/sn91070631/1908-06-11/ed-1/?sp=4,"Fears on that score, however, will not set many persons grieving; they, too, mean the return of prosperity.",yes,general_business,improve,na,na,vague,assertive,journalist,na
297,1907 Panic,crisis,"the morning tribune (providence, r.i.) 1906-1908",rhode island,1908-06-11,return of prosperity,http://www.loc.gov/resource/sn91070631/1908-06-11/ed-1/?sp=4,"The railroads have also been experimenting along similar lines to a considerable extent, but there is reason to believe that they, too, will be compelled to submit to the inevitable in the near future.",yes,general_business,worsen,na,na,vague,hedged,unclear,na
298,1907 Panic,crisis,"pine bluff daily graphic (pine bluff, ark.) 1893-1942",arkansas,1908-04-05,return of prosperity,http://www.loc.gov/resource/sn89051168/1908-04-05/ed-1/?sp=4,"The total distance, exclu sive of possible variations that may be later determined upon, will thus be 23,204 miles from San Francisco, and 36.96S miles in the entire world-cir cling voyage.",no,other,unclear,na,na,vague,assertive,unclear,na
299,1907 Panic,crisis,"pine bluff daily graphic (pine bluff, ark.) 1893-1942",arkansas,1908-03-27,return of prosperity,http://www.loc.gov/resource/sn89051168/1908-03-27/ed-1/?sp=2,"000, with liabilities slightly less, and there is every likelihood that it will be able to pay all of tlie 20,Odd depos itors in full.",yes,general_business,improve,na,na,vague,hedged,unclear,na
300,1907 Panic,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1908-01-01,return of prosperity,http://www.loc.gov/resource/sn83045462/1908-01-01/ed-1/?sp=19,January l.-The Iron Trade Review tomorrow will say: A series of conferences of tin plate manu facturers participated in by the leading interests and independents have been held wltoin a few days to devise means of maintaining prices throughout the first I quarter of the year.,yes,prices,improve,stable,na,6,assertive,expert,na
301,1907 Panic,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1908-01-01,return of prosperity,http://www.loc.gov/resource/sn83045462/1908-01-01/ed-1/?sp=19,"While nothing definite has yet been announced, it is believed that a better understand ing of conditions and of policies necessary to hasten a return of prosperity will be obtained.",yes,general_business,improve,na,na,vague,hedged,unclear,na
302,1907 Panic,crisis,"albuquerque citizen (albuquerque, n.m.) 1907-1909",new mexico,1908-03-05,return of prosperity,http://www.loc.gov/resource/sn84020616/1908-03-05/ed-1/?sp=7,For the first time since the panic struck in November have there been any figures In the government re port forecasting an early return of prosperity.,yes,general_business,improve,na,na,vague,assertive,official,na
303,1907 Panic,crisis,"the mountain echo (yellville, ark.) 1886-current",arkansas,1908-04-03,return of prosperity,http://www.loc.gov/resource/sn88051124/1908-04-03/ed-1/?sp=1,He stat ed that they expect to finish cleaning up a car load of con centrates this week.,no,other,unclear,na,na,vague,hedged,unclear,na
304,1907 Panic,crisis,"the border vidette (nogales, ariz.) 1894-1934",arizona,1908-05-30,return of prosperity,http://www.loc.gov/resource/sn96060796/1908-05-30/ed-1/?sp=2,"The Board is in re ceipt of a letter from the Secretary of the California Promotion Com mittee stating jhat the petition lately presented to Secretary Met calf has made a great impression upon him, and it is likely that good results will follow.",yes,general_business,improve,na,na,vague,hedged,unclear,na
305,1907 Panic,crisis,"hattiesburg daily news (hattiesburg, miss.) 1907-1908",mississippi,1908-03-27,return of prosperity,http://www.loc.gov/resource/sn87065163/1908-03-27/ed-1/?sp=2,"STEP TOWARD PROSPERITY Reopening of Knickerbocker Trust Company Has Excellent Effect in New York, RECEIVERS ARE DISMISSED AND OFFICERS TAKE CHARGE Depositors Cannot Withdraw All of Their Funds, But Will Ultimately Be Paid in Full\u2014Whole Country is .Benefitted.",yes,general_business,improve,na,na,vague,assertive,journalist,na
306,1907 Panic,crisis,"hattiesburg daily news (hattiesburg, miss.) 1907-1908",mississippi,1908-03-27,return of prosperity,http://www.loc.gov/resource/sn87065163/1908-03-27/ed-1/?sp=2,"The bank has assets of over $50,000, 000, with liabilities slightly less, and there is every likelihood it will be able to pay all of the 20,000 depos itors in full.",yes,general_business,improve,na,na,vague,hedged,unclear,na
307,1907 Panic,crisis,"the daily tribune (florence, colo.) 1903-19??",colorado,1908-06-01,return of prosperity,http://www.loc.gov/resource/sn90051356/1908-06-01/ed-1/?sp=2,"Louis, and it is likely that the plan followed here will be taken up in many other oities throughout the ocountry.",no,other,unclear,na,na,vague,hedged,unclear,na
308,1907 Panic,crisis,"the daily tribune (florence, colo.) 1903-19??",colorado,1908-06-01,return of prosperity,http://www.loc.gov/resource/sn90051356/1908-06-01/ed-1/?sp=2,"FEMININE DEMONSTRATION London, June I\u2014What will prob ably be the greatest demonstration for the emancipation of womwen {n the history of the world will be held fu Hyde Park on June 21, when it {s expected that no less than 200,000 suffragottes will march through the streots and liold public meetings in the park, J ANNAPOLIS GRADUATES LARGEST CLASS EVER Annapolis, Md,, June I\u2014[lo lar.",no,other,unclear,na,na,vague,hedged,unclear,na
309,1907 Panic,crisis,"the daily sentinel (grand junction, colo.) 1893-current",colorado,1908-03-26,return of prosperity,http://www.loc.gov/resource/sn86066870/1908-03-26/ed-1/?sp=6,"The bank has assets of over $50,- 000,000, with liabilities slightly less, and there is every likelihood it will be able to pay all of the 20,000 depositors in full.",yes,general_business,improve,na,na,vague,hedged,unclear,na
310,1907 Panic,crisis,"evening journal (wilmington, del.) 1888-1932",delaware,1908-04-24,return of prosperity,http://www.loc.gov/resource/sn85042354/1908-04-24/ed-1/?sp=4,"Lan ier, business men will be reassured and there will be a complete return of prosperity.",yes,general_business,improve,na,na,vague,assertive,unclear,na
311,1907 Panic,crisis,"pine bluff daily graphic (pine bluff, ark.) 1893-1942",arkansas,1908-02-14,return of prosperity,http://www.loc.gov/resource/sn89051168/1908-02-14/ed-1/?sp=4,And that will rapidly return after the calamity howler lias had his inning.,yes,general_business,improve,na,na,vague,assertive,journalist,na
312,1907 Panic,crisis,"the redwood gazette (redwood falls, minn.) 1873-1940",minnesota,1907-11-27,return of prosperity,http://www.loc.gov/resource/sn85025570/1907-11-27/ed-1/?sp=2,"Tomorrow will be a good day to \""count your mercies,\"" and to help along the return of prosperity by cutting out forebodings of hard times.",yes,general_business,improve,na,na,vague,assertive,journalist,na
313,1907 Panic,crisis,"the redwood gazette (redwood falls, minn.) 1873-1940",minnesota,1907-11-27,return of prosperity,http://www.loc.gov/resource/sn85025570/1907-11-27/ed-1/?sp=2,"It will be money in your pocket, to say nothing of health to your bones, to be an optimist and a patriot.",no,other,unclear,na,na,vague,hedged,unclear,na
314,1907 Panic,crisis,"the mena weekly star (mena, ark.) 1904-1977",arkansas,1908-05-28,return of prosperity,http://www.loc.gov/resource/sn89051213/1908-05-28/ed-1/?sp=5,\u201cThe outlook for business gen erally this year is good and espe cially in the West.,yes,general_business,improve,na,na,12,assertive,unclear,na
315,1907 Panic,crisis,"the mena weekly star (mena, ark.) 1904-1977",arkansas,1908-05-28,return of prosperity,http://www.loc.gov/resource/sn89051213/1908-05-28/ed-1/?sp=5,\u2018\u2018There is also a gratifying and gradual improvement in lumber conditions shown by many of the closed-down mills resuming opera tions and the railoads will be benefited by again receiving a healthy and normal volume of lumber business.\u201d W1LHELM1NA INN To Open Mount Mena Resort June 1 for Season of 1908.,yes,general_business,improve,na,na,vague,assertive,unclear,na
316,1907 Panic,crisis,"yorkville enquirer (yorkville, s.c.) 1855-2006",south carolina,1908-03-03,return of prosperity,http://www.loc.gov/resource/sn84026925/1908-03-03/ed-1/?sp=2,"They practically uniformly express confidence that tlie return of prosperity will be almost as sudden as was the coming of adversity and in their arguments as to the enforcement of the nine-hour law they pointed out to the commission that such a return of prosperity might seriously embarrass them in complying with the law, because it would render it difficult to command the services 01 competent operators in sufficient numbers to meet the needs of prosperous conditions.",yes,general_business,improve,na,na,vague,hedged,expert,na
317,1907 Panic,crisis,"the spokane press (spokane, wash.) 1902-1939",washington,1908-03-04,return of prosperity,http://www.loc.gov/resource/sn88085947/1908-03-04/ed-1/?sp=4,For the first time since the panic \u25a0truck in November have there been any figures in the government re ports forecasting an early return of prosperity.,yes,general_business,improve,na,na,vague,hedged,official,na
318,1907 Panic,crisis,"union county courier (elk point, union county, d.t. [s.d.]) 187?-1913",south dakota,1908-03-05,return of prosperity,http://www.loc.gov/resource/sn84022137/1908-03-05/ed-1/?sp=6,The operation of the law will mean the employment by rail road companies of Beveral thousand additional operators and the closing of a large number of small stations on the principal systems.,yes,employment,improve,na,down,vague,assertive,unclear,na
319,1907 Panic,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1908-06-14,return of prosperity,http://www.loc.gov/resource/sn83045462/1908-06-14/ed-1/?sp=15,'t ft There is a difference of opinion as to whether the price reduction will stimulate business or whether intending buyers will ijj hold off for a further concession.,no,general_business,unclear,na,na,vague,hedged,unclear,na
320,1907 Panic,crisis,"the washington herald (washington, d.c.) 1906-1939",district of columbia,1907-12-29,return of prosperity,http://www.loc.gov/resource/sn83045433/1907-12-29/ed-1/?sp=11,"In Wheeling at least 4,000 men, who have been idle most of the time for two months, will get started on Monday, and in adjacent manufacturing establishments seven te eight thousand men are ordered to work either Monday or Thursday mornings.",yes,employment,improve,na,down,vague,assertive,journalist,na
321,1907 Panic,crisis,"the washington herald (washington, d.c.) 1906-1939",district of columbia,1907-12-29,return of prosperity,http://www.loc.gov/resource/sn83045433/1907-12-29/ed-1/?sp=11,"The American Sheet and Tin Plate Company, a subsidiary of the United States Steel Company, has ordered 2.500 men at their Laughlin tin plate plant on Monday morning; their label plant, with 200, will resume work in a week, and the Aetna Standard sh: ot mill, employing 2,3% men, will start half its mills Monday and the other nalf in a week.",yes,employment,improve,na,down,vague,assertive,journalist,na
322,1907 Panic,crisis,"troy weekly news (troy, idaho) 1897-1933",idaho,1908-03-06,return of prosperity,http://www.loc.gov/resource/sn89055106/1908-03-06/ed-1/?sp=9,"They practically uniformly express confidence that the return of prosper Ity will be almost as sudden as was the coming of adversity, and in their arguments as to the enforcement of the nine-hour law they pointed out to the commission that such a return of prosperity might seriously embarrass them in complying with the law.",yes,general_business,improve,na,na,vague,hedged,expert,na
323,1907 Panic,crisis,"the baraboo news (baraboo, wis.) 1884-1911",wisconsin,1908-03-25,return of prosperity,http://www.loc.gov/resource/sn86086067/1908-03-25/ed-1/?sp=5,Reynolds reports that every thing is very quiet in the lead region but that with a return of prosperity activities will be renewed.,no,general_business,unclear,na,na,vague,hedged,expert,Reynolds
324,1907 Panic,crisis,"twice-a-week plain dealer (cresco, howard county, iowa) 1895-1913",iowa,1908-05-19,return of prosperity,http://www.loc.gov/resource/sn88059319/1908-05-19/ed-1/?sp=3,The committee found the president cordial In his treatment and frank in his expressions of will ingness to aid them in every way pos sible.,no,other,unclear,na,na,vague,hedged,unclear,na
325,1907 Panic,crisis,"the weekly herald (amarillo, tex.) 1906-19??",texas,1908-01-02,return of prosperity,http://www.loc.gov/resource/sn86088122/1908-01-02/ed-1/?sp=6,"In Wheeling at least 4,000 mei who have been Idle most of tho time for tw months, will get started tha,t day and In adjacent manufacturing eatabl'hme)Hj, ,7fj00 to S.OOO addjt tlonalmeh ire' Ordered 'to wrrk, either 'Monday' morning or Tuesday.",yes,employment,improve,na,down,vague,assertive,journalist,na
326,1920 Depression,crisis,"roanoke rapids herald (roanoke rapids, n.c.) 1914-192?",north carolina,1920-12-24,business depression,http://www.loc.gov/resource/sn91068748/1920-12-24/ed-1/?sp=4,j How on earth would it have been possible for the people of North Carolina to indicate more clearly that they believe in going ahead?,no,other,unclear,na,na,vague,hedged,unclear,na
327,1920 Depression,crisis,"roanoke rapids herald (roanoke rapids, n.c.) 1914-192?",north carolina,1920-12-24,business depression,http://www.loc.gov/resource/sn91068748/1920-12-24/ed-1/?sp=4,"Since retrogressive sentiment cannot claim that the state is financially disabled, nor that it is opposed to progress, we are curious to know what will be the excuse it will offer for its fight Business depression, perhaps.",no,general_business,unclear,na,na,vague,unclear,journalist,na
328,1920 Depression,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1920-10-26,business depression,http://www.loc.gov/resource/sn83045293/1920-10-26/ed-1/?sp=1,We expect that there will be a let up in the present high cost of money after Christmai and with it will come an easing of the present depression.,yes,general_business,improve,na,na,vague,hedged,unclear,na
329,1920 Depression,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1920-10-26,business depression,http://www.loc.gov/resource/sn83045293/1920-10-26/ed-1/?sp=1,"s \""There is no chance for a finan* cial panic but business may suffei to a great extent before the adjust* ment will be completed.",yes,general_business,worsen,na,na,vague,hedged,unclear,na
330,1920 Depression,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1920-10-26,business depression,http://www.loc.gov/resource/sn83045293/1920-10-26/ed-1/?sp=1,"No one can say what time will pass before the business and financial world will again be stable hut we are hoping that it will be within a brief peri* od.\u201d There is no chance, for a panic to develop from the present business depression according to G.",yes,general_business,improve,na,na,vague,assertive,expert,G
331,1920 Depression,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1920-10-26,business depression,http://www.loc.gov/resource/sn83045293/1920-10-26/ed-1/?sp=1,"Said Weigle: The present start in the way of depression may de velop great momentum and cause many failures in business, but the federal reserve system will save the banks from any financial dis aster or panic.",yes,markets,improve,na,na,vague,assertive,expert,Weigle
332,1920 Depression,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1920-10-26,business depression,http://www.loc.gov/resource/sn83045293/1920-10-26/ed-1/?sp=1,When once this wave is started it will spread to most ail of the industries and cause the industrial world to stop functioning.,yes,general_business,worsen,na,na,vague,assertive,unclear,na
333,1920 Depression,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1920-10-26,business depression,http://www.loc.gov/resource/sn83045293/1920-10-26/ed-1/?sp=1,The business depression is sure ly coming on us.,yes,general_business,worsen,na,na,vague,assertive,unclear,na
334,1920 Depression,crisis,"the barre daily times (barre, vt.) 1897-1959",vermont,1920-12-27,business depression,http://www.loc.gov/resource/sn91066782/1920-12-27/ed-1/?sp=4,"Manufacturers, merchants and producers are retrench ing to meet the change that is gradu ally coming with the return of normal conditions.",yes,general_business,improve,na,na,vague,hedged,unclear,na
335,1920 Depression,crisis,"the american issue (westerville, ohio) 1912-19??",ohio,1920-07-30,business depression,http://www.loc.gov/resource/sn2008060406/1920-07-30/ed-1/?sp=1,"One need ty take a trip down Main street and lie will see this so-called \u2018avenue of vacant sto'es.\u2019 There is not a vacant store on Main street, unless it may be some dilapidated place awaiting the day when it shall be torn down to give place to a modern structure.",yes,general_business,improve,na,na,vague,assertive,journalist,na
336,1920 Depression,crisis,"the chickasha daily express (chickasha, indian territory [okla.]) 1899-current",oklahoma,1920-11-27,business depression,http://www.loc.gov/resource/sn86090528/1920-11-27/ed-1/?sp=4,"Harding will find that to form his \""new association of nations\"" requires more than a simple twist of his wrist.",no,other,unclear,na,na,vague,assertive,unclear,na
337,1920 Depression,crisis,"the chickasha daily express (chickasha, indian territory [okla.]) 1899-current",oklahoma,1920-11-27,business depression,http://www.loc.gov/resource/sn86090528/1920-11-27/ed-1/?sp=4,Put the action of the banks in doing that only hastened the coming of the business depression the country now feels.,no,general_business,unclear,na,na,vague,unclear,unclear,na
338,1920 Depression,crisis,"the ogden standard-examiner (ogden, utah) 1920-current",utah,1921-03-17,business depression,http://www.loc.gov/resource/sn85058393/1921-03-17/ed-1/?sp=4,"j Once the country starts to mend in I dustrially, the recovery will be rapid No one is in better position than the president to get first hand information as to what big business thinks of the1 J .financial and Industrial outlook, and If the captains of Industry see day E light ahead, there is reason to look I for brighter days.",yes,general_business,improve,na,na,vague,hedged,unclear,na
339,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-03-27,business depression,http://www.loc.gov/resource/sn83045774/1921-03-27/ed-1/?sp=4,"\""Of course, .the coal tn?n baa r ime to expect a period of In early spring, but this year th.",no,general_business,unclear,na,na,vague,hedged,unclear,na
340,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-03-27,business depression,http://www.loc.gov/resource/sn83045774/1921-03-27/ed-1/?sp=4,"\""We are stopping all grinding, nltlyjugh we will maintain office forces and keep men at work In certain other branches of the plant \""We are unable to maintain our pres ent overhead so we will shut down the main section of the plant and maintain only the forces necessary to continue business.\"" The plants at Aixo have been oper ating on a four day a week basis since the flrst of the year.",no,employment,worsen,na,na,vague,assertive,unclear,na
341,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-03-27,business depression,http://www.loc.gov/resource/sn83045774/1921-03-27/ed-1/?sp=4,"Sayre said, adding that the matter had been explained to the satisfaction of the employees and that he expected no labor trouble over the shutdown.",yes,employment,improve,na,no_change,vague,hedged,expert,Sayre
342,1920 Depression,crisis,"the birmingham age-herald (birmingham, ala.) 1902-1950",alabama,1920-11-15,business depression,http://www.loc.gov/resource/sn85038485/1920-11-15/ed-1/?sp=10,"This might be considered an unim portant, almost purely local financial mcidenL Hut it may be taken as a text upon which may be based considerations which will be of value to business, offer ing encouragement in these days which are characterized by some business de pression.",yes,general_business,improve,na,na,vague,hedged,journalist,na
343,1920 Depression,crisis,"the evening world (new york, n.y.) 1887-1931",new york,1920-08-11,business depression,http://www.loc.gov/resource/sn83030193/1920-08-11/ed-1/?sp=22,Republican managers must try to keep partisan policy so cleverly masked with patriotism that patri otic Republicans will not be horrified by a glimpse under the edges.,no,other,unclear,na,na,vague,hedged,unclear,na
344,1920 Depression,crisis,"the evening world (new york, n.y.) 1887-1931",new york,1920-08-11,business depression,http://www.loc.gov/resource/sn83030193/1920-08-11/ed-1/?sp=22,"I., which will throw 1,000 employees out of work for a fortnight.",yes,employment,worsen,na,up,vague,assertive,unclear,na
345,1920 Depression,crisis,"the evening world (new york, n.y.) 1887-1931",new york,1920-08-11,business depression,http://www.loc.gov/resource/sn83030193/1920-08-11/ed-1/?sp=22,In all probability the cotton operatives will enjoy their summer vacation.,no,other,unclear,na,na,vague,hedged,unclear,na
346,1920 Depression,crisis,"the evening world (new york, n.y.) 1887-1931",new york,1920-08-11,business depression,http://www.loc.gov/resource/sn83030193/1920-08-11/ed-1/?sp=22,"In the language of the street, \""It's old stuff.\"" This Nyanza company will bear watching.",no,other,unclear,na,na,vague,hedged,unclear,na
347,1920 Depression,crisis,"the birmingham age-herald (birmingham, ala.) 1902-1950",alabama,1921-03-05,business depression,http://www.loc.gov/resource/sn85038485/1921-03-05/ed-1/?sp=9,"SCHWAB, New York, Chairman of Board, BetWTBhem Steel Corporation: \u201cOut of the present business depression there will come a sounder basis for the nation's activities and busineas will go forward with a buoy ancy and force we have never known before, aa a result of reorganization.",yes,general_business,improve,na,na,vague,assertive,expert,Schwab
348,1920 Depression,crisis,"the birmingham age-herald (birmingham, ala.) 1902-1950",alabama,1921-03-05,business depression,http://www.loc.gov/resource/sn85038485/1921-03-05/ed-1/?sp=9,"The whole world has been thrown into a near panic and we have suffered business depression, and matters have been made infinitely worse by \u2018\u2018calamity howlers,\u201d out our troubles are largely phsycoiogicaL What we need is confidence and con servative optimism, coupled with the de termination to go ahead.",no,general_business,unclear,na,na,vague,unclear,unclear,na
