claim_id,episode,kind,publisher,state,date,search_term,page_url,quote,topic,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,direction,is_prediction,months,predicted_label,realized_label,basis,hit,brier
325,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-09-28,business outlook,http://www.loc.gov/resource/sn83045462/1930-09-28/ed-1/?sp=65,FOREIGN BUSINESS OUTLOOK DECLARED SOMEWHAT BETTER Uncertainty Ovef* German Situation and Weak Com modity Prices Still Prevail.,general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
326,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-12-18,business outlook,http://www.loc.gov/resource/sn83045462/1930-12-18/ed-1/?sp=12,"December 18\u2014Horn blower Weeks in their December In vestment Review state that they are \""optimistic as to the probability of a moderate improvement in business early in the new year which may quite possibly be stimulated by increased activity in the automobile industry, a most important factor in the present situation.\"" They add, \""We maintain a constructive attitude toward high-grade equities, particularly from the longer term outlook.\u201d As to the bond market they emphasize that the recent course of bond prices clearly reflects the nervousness attend ant on the business outlook.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
331,1929 Crash,crisis,"south bend news-times (south bend, ind.) 1913-1938",indiana,1930-01-02,business outlook,http://www.loc.gov/resource/sn87055779/1930-01-02/ed-1/?sp=5,"For ail this growth and development, for the bright business outlook before us and for the unselfish co-operation and support of the thousands of sincere, forward looking home folks of South Bench Oliver is thankful.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
332,1929 Crash,crisis,"south bend news-times (south bend, ind.) 1913-1938",indiana,1930-01-02,business outlook,http://www.loc.gov/resource/sn87055779/1930-01-02/ed-1/?sp=5,"It is our earnest wish that during the years ahead, this understanding may continue, these friendships may grow, and that Oliver may continue to bring to South Bend\u2014the home of Oliver prosperity and happiness to eH, All Oliver W>rkers agree that it is great to live among friends in a home town like South Bend.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
334,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-22,business outlook,http://www.loc.gov/resource/sn84026749/1930-07-22/ed-1/?sp=3,"Parrish predicted to day: \u201cIndividuality, graceful lines, lovely color combinations, rich looking fabrics, interesting trim mings\u2014all these details, which are decidedly feminine in char acter, are fashion ideas that will have wide-spread acceptance during the coming season.\u201d Discussing the business outlook for fall Mr.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
344,1929 Crash,crisis,the indianapolis times (indianapolis [ind.]) 1922-1965,indiana,1930-02-18,business outlook,http://www.loc.gov/resource/sn82015313/1930-02-18/ed-1/?sp=2,Outlook Brighter Seventy-five Chrysler dealers from thirty Indiana counties W\u2019ere guests of Carl H.,general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
345,1929 Crash,crisis,the indianapolis times (indianapolis [ind.]) 1922-1965,indiana,1930-02-18,business outlook,http://www.loc.gov/resource/sn82015313/1930-02-18/ed-1/?sp=2,"Money is returning to bonds and business with the result that the business outlook is brighter than at any time since last summer, F.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
347,1929 Crash,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1930-01-03,business outlook,http://www.loc.gov/resource/sn83045293/1930-01-03/ed-1/?sp=7,"\u201cRoad construction and public improvements will exceed by many millions the 1929 program,\u201d Direc tor General Jones of the depart ment's employment service pointed out in a special report on the 1930 employment outlook.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
348,1929 Crash,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1930-01-03,business outlook,http://www.loc.gov/resource/sn83045293/1930-01-03/ed-1/?sp=7,"Referring to the momentary loss of confidence that followed the stock market break, Jones added: \u201cBut the vigor and strength of the nation are evidencing them selves, and after a careful survey of the business outlook we enter the new year with an optimistic spirit and high hopes, and predict that 1930 will measpre in volume of business with the preceding year.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
349,1929 Crash,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1930-01-03,business outlook,http://www.loc.gov/resource/sn83045293/1930-01-03/ed-1/?sp=7,"\u201cT he ex t e nsive improvement plans of the major ralroads will af ford much employment in their canstr action, maintenance and equipment!",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
351,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-09-12,business outlook,http://www.loc.gov/resource/sn84026749/1930-09-12/ed-1/?sp=30,"STB FORTRADEGAIN The business outlook of the Radio Corporation of America for the last half of the year is con siderably improved, according to David Samoff, president.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
354,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-26,business outlook,http://www.loc.gov/resource/sn84026749/1930-07-26/ed-1/?sp=13,"Natthews, of the \u25a0k Babson Institute, who will speak on \u201cThe Way Out of Our Busi- ness Depression.\u201d He will not confine himself to the building B and loan business.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
358,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-02,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-10-02/ed-1/?sp=31,\u201cActivities of the axsnHaHnn fno 1 next 12 months will b: devoted to fur t therin\u00df tlr: interests of better retell ronditienr.,general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
359,1929 Crash,crisis,"toledo hungarian-american weekly (toledo, ohio) 1930-1931",ohio,1930-10-31,return of prosperity,http://www.loc.gov/resource/sn89075239/1930-10-31/ed-1/?sp=1,They will co-operate with not strive to thwart President Hoover in his efforts to bring about a return of prosperity for us all.,general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
364,1929 Crash,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1930-04-25,return of prosperity,http://www.loc.gov/resource/sn89075140/1930-04-25/ed-1/?sp=1,"Adequate markets, not the Grundy bill, will mean a return of prosperity to the manu facturers, laboring people and far mers of the United States.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
368,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-08-26,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-08-26/ed-1/?sp=20,"We expect to not only improve service, but effect additional economies through the opera tion of this new power equip ment.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
370,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-23,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-11-23/ed-1/?sp=23,The re sult 1$ that statistics do not always tru LONDON BANKERS SEE RECOVERY AHEAD Surplus Stocks Are Declared Last Obstacle to Return of Prosperity.,general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
371,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-23,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-11-23/ed-1/?sp=23,"\u201cThe current reductions being made in retail prices, and plans to reduce prices still further, are well conceived,\u201d says the review, \""and may be expected to Increase consumption, reduce stocks in terms of sales, and start the whole 1 cycle of industrial recovery In motion.\u201d!",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
372,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-09-20,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-09-20/ed-1/?sp=15,"BRYSON DISTRICT passenger agent for the Canadian National Rail ways here, who predicted a gradual return of prosperity.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
374,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-06-21,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-06-21/ed-1/?sp=15,Throughout the summer there will be a steady hammering away on the thesis of good business\u201d and the \u201creturn of prosperity\u201d through the agency of the Hawley- Smoot tariff bill.,general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
376,1929 Crash,crisis,"south bend news-times (south bend, ind.) 1913-1938",indiana,1930-07-19,return of prosperity,http://www.loc.gov/resource/sn87055779/1930-07-19/ed-1/?sp=1,"By rnlt\u00abd Fmi: NEW YORK, July 18.\u2014President Hoover will be re-e lee ted in 1932 with the return of prosperity to the United States, Senator Royal S.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
377,1929 Crash,crisis,"south bend news-times (south bend, ind.) 1913-1938",indiana,1930-07-19,return of prosperity,http://www.loc.gov/resource/sn87055779/1930-07-19/ed-1/?sp=1,"Confining his talk mainly to the economic trend of the country, Sen ator Copeland advocated the six hour day and flve-day week, con demned speculation, chain stores and branch banks and then predicted the re-election f President Hoover with the return of prosperity in 1932.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
378,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-27,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-10-27/ed-1/?sp=3,"Morrow, warmly commending Presi dent Hoover, holds that the courage of the people will constitute the major contribution to the return of prosperity.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
380,1929 Crash,crisis,"marion progress (marion, n.c.) 1909-19??",north carolina,1930-05-08,return of prosperity,http://www.loc.gov/resource/sn91068695/1930-05-08/ed-1/?sp=6,"LOOKIN' 'EM OVER As far as w&, can see, Hoover was right when he predicted a return of prosperity by May 8..",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
385,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-24,business revival,http://www.loc.gov/resource/sn83045462/1930-10-24/ed-1/?sp=4,"It Is \u201cFill the National Goblet Legitimately.\"" I SCHWAB PREDICTS BUSINESS REVIVAL I 1 Greatest Prosperity Era in Ameri can History Is Ex pected.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
386,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-24,business revival,http://www.loc.gov/resource/sn83045462/1930-10-24/ed-1/?sp=4,"Schwab told the American Iron and Steel Institute today that when the business revival comes, as come it must, \""it will bring to this country a larger i measure of prosperity than the Amer ican people have ever before known.\u201d He looks forward to 1932 as \u201canother record year.\u201d He said the \u201clevel-headed way In which business In general has weathered the current recession is most assuring, i and shows that the underlying founda tions of Its structure are sound.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
387,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-05,business revival,http://www.loc.gov/resource/sn83045462/1930-10-05/ed-1/?sp=36,"Our foreign trade shows, signs of improving, wholesale^ prices are more stable, retail prices 'are down nearer the point where workers can buy, the outlook for employment is better and that means increased workers\u2019 buy ing power.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
388,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-05,business revival,http://www.loc.gov/resource/sn83045462/1930-10-05/ed-1/?sp=36,Opportunity is here for those who are ready to make the best of it\u201d Green asserted that the course of business in the \u201ccoming four weeks will determine the prospects for next Win ter\u201d and that \u201cif we want to avoid a Winter like last year we must plan for it now by using every intelligent means of promoting business revival.\u201d CHILLUMHEIGHTS ELECTIONS HELD Thomas W.,general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
393,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-07,business revival,http://www.loc.gov/resource/sn83045462/1930-11-07/ed-1/?sp=34,"\u2014Julius Klein, Assistant Secretary of Commerce for the United States, looks for an American business revival begin ning next month, he told the American Chamber of Commerce at a in his honor here yesterday.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
397,1929 Crash,crisis,"nogales international (nogales, ariz.) 1926-1979",arizona,1930-11-07,business revival,http://www.loc.gov/resource/sn96060774/1930-11-07/ed-1/?sp=1,Suitable Christmas gifts for every member of the family will be artistically displayed and visitors can easily make up their BUILDING ACTIVITY IN NOGALES ANOTHER SIGN BUSINESS GAIN An important factor in business revival is building construction and the building projects now under way in Nogales and those planned indi cate that this branch of business is holding up exceedingly well.,general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
403,1929 Crash,crisis,"the carbon county news (red lodge, mont.) 1924-1931",montana,1930-09-18,business revival,http://www.loc.gov/resource/sn84036285/1930-09-18/ed-1/?sp=4,"They be lieve that when the people, with restored confidence, start buying there will be an upswing in prices fol lowed by a demand that will bring a sudden and un expected revival of business.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
405,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-09-19,business revival,http://www.loc.gov/resource/sn83045462/1930-09-19/ed-1/?sp=13,"Baltimore Outlook Improves, BALTIMORE, September 19 UP).\u2014 Bradstreet\u2019s Baltimore district trade re port says: \""There is considerably less pessimism as an increasing number of mines re port slow but gradual improvement.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
407,1929 Crash,crisis,"south bend news-times (south bend, ind.) 1913-1938",indiana,1930-01-19,business revival,http://www.loc.gov/resource/sn87055779/1930-01-19/ed-1/?sp=28,"It is hardly f to be expected that the pace of the recovery will be other than slow, and that it will be scattered rather than general, for in a transition period such as we are now going through, the normal precedure is for gradual and irregular improvement.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
411,1929 Crash,crisis,"clinch valley news (jeffersonville, va.) 18??-2019",virginia,1930-08-08,business revival,http://www.loc.gov/resource/sn85034357/1930-08-08/ed-1/?sp=2,"Forecasts of business revival used to be based on many conflicting grounds, but have now arriced at a gratifying unanimity.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
412,1929 Crash,crisis,"clinch valley news (jeffersonville, va.) 18??-2019",virginia,1930-08-08,business revival,http://www.loc.gov/resource/sn85034357/1930-08-08/ed-1/?sp=2,"Boy, what a boom that will mean some day!",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
417,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-12-24,business revival,http://www.loc.gov/resource/sn84026749/1930-12-24/ed-1/?sp=13,"If Jan uary figures again show less than the normal increase, we will be justified in the belief that a change for the better may be in the making.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
419,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-05-01,business revival,http://www.loc.gov/resource/sn83045462/1930-05-01/ed-1/?sp=10,GLENN FORECASTS BUSINESS REVIVAL Illinois Senator Says Tariff Bill\u2019s Passage Will Re act Well.,general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
420,1929 Crash,crisis,"the daily worker (chicago, ill.;new york, n.y.) 1924-1958",new york; illinois,1930-09-04,business depression,http://www.loc.gov/resource/sn84020097/1930-09-04/ed-1/?sp=4,"Green, we understand that you say that high wages will prevent a business depression Green: Yes, 1 said that and I stick by it.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
424,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-12-03,business depression,http://www.loc.gov/resource/sn84026749/1930-12-03/ed-1/?sp=1,The President wrote: \u201cI regret that the present outlook for heavy decrease in probable income (due to the business depression) and the necessity to- increase public works and aid to employment does not warrant the continua tion of the reduction at the present time.** A Reassuring Note Notwithstanding the present un favorable state of the Treasury\u2019s finances.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
427,1929 Crash,crisis,"the butler county press (hamilton, ohio) 1900-1946",ohio,1930-08-15,business depression,http://www.loc.gov/resource/sn83045012/1930-08-15/ed-1/?sp=1,"Survey declares that this position is fallacious and insists that wage cuts will \""lower living standards and re duce the buying power on which we must depend to increase production and keep the economic balance.\"" Wage cuts will prolong rather than shorten the business depression.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
435,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-11-04,business depression,http://www.loc.gov/resource/sn84026749/1930-11-04/ed-1/?sp=26,"If you will notice your old files, you will see that ever since the downfall of tree-sitters (that Is, the aban donment of the contest) there has been a continual cry of business depression and hard times.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
438,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-09-27,business depression,http://www.loc.gov/resource/sn83045462/1930-09-27/ed-1/?sp=2,"If -I am right in this, other things being equal, may we not hope to see normal trend of world business resumed by Bummer or Fall of next year, which will mark the end of the after two year period?",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
441,1929 Crash,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1930-11-05,business depression,http://www.loc.gov/resource/sn83045293/1930-11-05/ed-1/?sp=5,"Packers 9 Prosperity Continues Through Business Depression CHICAGO\u2014Large meat packing companies are not affected by the business depression, and it is ex pected they will equal or exceed last year\u2019s profits.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
443,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-07-20,business depression,http://www.loc.gov/resource/sn83045462/1930-07-20/ed-1/?sp=19,The net of this part of the analogy is that there is no reason to expect that because of the business depression Congress will be turned over to the Democrats next Fall.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
446,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-30,business depression,http://www.loc.gov/resource/sn84026749/1930-07-30/ed-1/?sp=22,".However, a combination of circumstances, including a worldwide business depression accompanied by fall ing prices of all commodities, restrictions placed by many im porting countries upon wheat Imports from other parts of the world, the decline in sil ver exchange, and large crops of other foodstuffs and of food grains in Europe, resulted In a reduction in the amount of wheat consumed during the past year and in an even greater reduction in the amount of wheat which the importing countries have taken from other parts of the world.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
450,1937 Recession,crisis,"henderson daily dispatch (henderson, n.c.) 1914-1995",north carolina,1937-11-13,business recession,http://www.loc.gov/resource/sn91068401/1937-11-13/ed-1/?sp=1,"\u201cI hope and believe that we will be able to take this recession in our stride in order that we may continue further on the road to complete re covery.\u201d Denying any monetary action by the Federal reserve board, including the increase Treasury requirements, caused the decline, he attributed the most of the recession to speculative buying of goods when prices were ris ing last spring.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
452,1937 Recession,crisis,"coulee city dispatch (coulee city, wash.) 19??-19??",washington,1937-12-02,business recession,http://www.loc.gov/resource/sn89079026/1937-12-02/ed-1/?sp=3,"Most of them believe that the offensive will be renewed, with fresh vigor, when the present business recession turns, as every one hopes it soon will, into renewed prosperity.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
456,1937 Recession,crisis,"the western news (libby, mont.) 1933-current",montana,1937-12-02,business recession,http://www.loc.gov/resource/sn82006551/1937-12-02/ed-1/?sp=9,"Most of them believe that the offensive will be renewed, with fresh vigor, when the present business recession turns, as every one hopes it soon will, into renewed I prosperity.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
464,1937 Recession,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1937-12-02,business recession,http://www.loc.gov/resource/2010270509/1937-12-02/ed-1/?sp=6,"Most oi mem Deneve that the offensive will be renewed, with fresh vigor, when the present 1 business recession turns, as every one hopes it soon will, into renewed prosperity.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
469,1937 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1937-10-21,business recession,http://www.loc.gov/resource/sn83045462/1937-10-21/ed-1/?sp=11,Roose velt\u2019s assumption that recovery is here with the securities market indication that some degree of business recession is ahead.,general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
470,1937 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1937-10-21,business recession,http://www.loc.gov/resource/sn83045462/1937-10-21/ed-1/?sp=11,"If there Is business recession and un employment sufficiently marked to have political effects, and if President Roosevelt is reproached for having failed to bring dependable recovery, what will be his attitude?",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
472,1937 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1937-10-21,business recession,http://www.loc.gov/resource/sn83045462/1937-10-21/ed-1/?sp=11,Will he say that the recovery he promised was defeated only because some of his measures were frustrated?,general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
484,1937 Recession,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1938-01-14,business recession,http://www.loc.gov/resource/sn84026749/1938-01-14/ed-1/?sp=1,"Morrow, Pennsylvania industrialist and presi- dent of the Pittsburgh Coal Company, testifying be fore the Senate Unemployment Committee, declared the current business recession \u201cstarted right here in Washing ton\u201d and will have \u201cto be cured right here in Washington.\u201d 3 Representatives of capital, labor and one-time \u201cbrain- trusters\u201d converged on the White House to offer recommendations for terminating the business slump.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
491,1937 Recession,crisis,"nogales international (nogales, ariz.) 1926-1979",arizona,1937-11-13,business recession,http://www.loc.gov/resource/sn96060774/1937-11-13/ed-1/?sp=6,"The so-called slump in the East, and which by the way, is expected to last only a few weeks, has not affected business in Nogales.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
497,1937 Recession,crisis,"the waterbury democrat (waterbury, conn.) 1917-1946",connecticut,1937-11-19,business recession,http://www.loc.gov/resource/sn82014085/1937-11-19/ed-1/?sp=8,"He declared that a bal anced budget was the chief factor, and that if the treasury reached that goal, \""the cornerstone of the foundation of true business recovery will have been laid.\"" Many Big Men Present Aldrich addressed the 169th an nual dinner meeting of the New York state Chamber of Commerce, of which he is president, and in the audience of 800 were: John D.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
498,1937 Recession,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1938-01-03,business outlook,http://www.loc.gov/resource/sn84026749/1938-01-03/ed-1/?sp=17,TafapAona KE publie 1234 Business Outlook Best Since \u201932\u2014-McGraw Publisher Sees Great Opportunities For Industry to Expand \u201cThe year 1938 should not be a year of -depression.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
499,1937 Recession,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1938-01-03,business outlook,http://www.loc.gov/resource/sn84026749/1938-01-03/ed-1/?sp=17,"McGraw, Jr., president of Mc- Graw-Hill Publishing Company, in discussion of the business outlook McGraw is convinced there are great opportunities for industry I to eliminate waste, exploit new developments, develop new mar kets, and catch up on long-de layed improvements in plants and products.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
500,1937 Recession,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1938-01-03,business outlook,http://www.loc.gov/resource/sn84026749/1938-01-03/ed-1/?sp=17,"OUTLOOK BEST SINCE 32 Obstacles to these improve ments created by laws,\u201d he says, \""may very likely be removed or minimized by a Congress which seems to understand better the neeas and problems of industry.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
501,1937 Recession,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1938-01-03,business outlook,http://www.loc.gov/resource/sn84026749/1938-01-03/ed-1/?sp=17,Phe outlook for sound and sub stantial improvement as distin- guished from 'emergency measures\u2019 seems to be oetter than at any time since 1932.,general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
502,1937 Recession,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1937-11-18,business outlook,http://www.loc.gov/resource/sn89075140/1937-11-18/ed-1/?sp=8,WIDE AND HANDSOME BUSINESS OUTLOOK FOR THE COUNTRY THEY RISE AND FALL TOGETHER Farm Cash Income V Income of Industrial workers.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
503,1937 Recession,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1937-11-18,business outlook,http://www.loc.gov/resource/sn89075140/1937-11-18/ed-1/?sp=8,"me}SLn i i i i i i i i ii\u2014:\u2014i ctnm Economists Say ohlo Farmers Have Better Position Than Producers elsewhere In adapting government business outlook reports to Ohio farm condi tions, members of the Ohio State Uni versity rural economics department say, \""The average Ohio farmer is in a better economic position than the average United States farmer for the next 12 months.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
506,1937 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1938-01-22,business outlook,http://www.loc.gov/resource/sn83045462/1938-01-22/ed-1/?sp=1,"Federal and private economists alike, informed persons said today, have re ported to the White House that the business outlook has improved sub stantially in the last month.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
508,1937 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1938-01-22,business outlook,http://www.loc.gov/resource/sn83045462/1938-01-22/ed-1/?sp=1,"Steel to spend $80,000,000 in 1#3\u00ae- Page A-1 White House told of improved business outlook.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
510,1937 Recession,crisis,"the washington daily news (washington, d.c.) 1921-1972",district of columbia,1937-10-05,business outlook,http://www.loc.gov/resource/sn82016181/1937-10-05/ed-1/?sp=7,"Decision to expand was based on better sales prospects, McGuire said, and on an improved general business outlook in Canada.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
