claim_id,episode,kind,publisher,state,date,search_term,page_url,quote,is_prediction,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,months,horizon_basis,predicted_label,realized_label,basis,hit,brier
723,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-09-08,reconversion,http://www.loc.gov/resource/sn93062828/1945-09-08/ed-1/?sp=7,"Following a previous announce ment that the government had abolished packer set-asides on beef, veal and ham supplies for the army and other federal agencies, an early end of rationing was expected with OPA\u2019s revelation that it would re duce meat point values in view of military cutbacks in orders and a prospective heavy fall run of cattle.",yes,prices,improve,down,na,vague,hedged,unclear,na,12,default_12,down,up,CPI,0.0,0.48999999999999994
724,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-09-08,reconversion,http://www.loc.gov/resource/sn93062828/1945-09-08/ed-1/?sp=7,"With the announcement that tire production would be doubled to 4, 000.000 monthly during October, With industry given the go-ahead signal for civilian production, man ufacturers strove for speedy output for the pent-up postwar market.",yes,general_business,improve,na,na,vague,assertive,journalist,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
725,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-10-04,reconversion,http://www.loc.gov/resource/2010270509/1945-10-04/ed-1/?sp=2,"As experts looked for the erection of 500,000 private dwellings next year and a peak of BOO.000 in 1948, officials sought to increase the sup ply of scarce building materials, per mitting wage and price boosts and priorities to break bottlenecks, if necessary.",yes,general_business,improve,na,na,12,hedged,expert,na,12,stated,improve,improve,INDPRO,1.0,0.09000000000000002
726,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-10-04,reconversion,http://www.loc.gov/resource/2010270509/1945-10-04/ed-1/?sp=2,"Under OPA's pricing policy for manufacturers for the reconversion period, some increases will be per mitted to allow for higher labor and material costs.",yes,prices,improve,up,na,vague,assertive,official,na,12,default_12,up,up,CPI,1.0,0.009999999999999995
727,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-10-04,reconversion,http://www.loc.gov/resource/2010270509/1945-10-04/ed-1/?sp=2,"Profit margins will be held to half the industry-wide average for larger businesses or prewar levels for smaller firms, I however.",yes,general_business,worsen,na,na,vague,assertive,unclear,na,12,default_12,worsen,improve,INDPRO,0.0,0.81
728,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-10-04,reconversion,http://www.loc.gov/resource/2010270509/1945-10-04/ed-1/?sp=2,"war and will stay broken in many fields, although most large concerns will conduct their most intensive re cruiting in the 20 to 30 age group.",yes,employment,improve,na,down,vague,assertive,unclear,na,12,default_12,down,,no UNRATE before 1948,,
729,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-10-04,reconversion,http://www.loc.gov/resource/2010270509/1945-10-04/ed-1/?sp=2,"Washington Dipestj Nation Can Head Off Postwar Crime Wave Quick Reconversion Can Prevent Era of Lawlessness, FBI Chief Says; Expects Vets to Demand Order.",yes,general_business,improve,na,na,vague,hedged,official,na,12,default_12,improve,improve,INDPRO,1.0,0.09000000000000002
730,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-06,reconversion,http://www.loc.gov/resource/2010270509/1945-09-06/ed-1/?sp=3,This will aid materially in making radio sets available for almost every need.,yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
731,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-06,reconversion,http://www.loc.gov/resource/2010270509/1945-09-06/ed-1/?sp=3,Production has speed ed up beyond earlier reports with every indication that the market will shortly be well supplied.,yes,general_business,improve,na,na,vague,assertive,journalist,na,6,inferred_short,improve,no_change,INDPRO,0.0,0.81
733,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-09-29,reconversion,http://www.loc.gov/resource/sn93062828/1945-09-29/ed-1/?sp=2,(2) Those who stuck oyallv to their war jobs until the defeat of Japan will be hardest hit by un employment.,yes,employment,worsen,na,up,vague,assertive,unclear,na,12,default_12,up,,no UNRATE before 1948,,
735,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-20,reconversion,http://www.loc.gov/resource/2010270509/1945-09-20/ed-1/?sp=6,"Although Secretary Anderson in dicated that meat rationing was on the way out, possibly matter of months, storage stocks are relatively low, and it is expected that the strong demands for meats will be maintained long enough to absorb tile rather heavy movement of cattle and hogs that is anticipated during the fall and early winter months, linage conditions have been excel lent, and cattle men report that the ranchers are in a mood to carry larger than normal supplies of range cattle over winter rather than to sell them at substantial discounts now.",yes,prices,improve,up,na,6,hedged,unclear,na,6,stated,up,stable,CPI,0.0,0.48999999999999994
736,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-06,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-06/ed-1/?sp=7,"If this is not plain now, I think it safe to say that for millions of workers the mechanical picker will make it so.",yes,employment,worsen,na,up,vague,hedged,unclear,na,12,default_12,up,,no UNRATE before 1948,,
737,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-06,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-06/ed-1/?sp=7,"VICTORY FUND AND COMMUNITY CHEST iij.jiiMii iniimi -iuiji_,1 Nation Can Head Off Postwar Crime Wave Quick Reconversion Can Prevent Era of Lawlessness, FBI Chief Says; Expects Vets to Demand Order.",yes,general_business,improve,na,na,vague,hedged,expert,na,12,default_12,improve,improve,INDPRO,1.0,0.09000000000000002
738,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-06,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-06/ed-1/?sp=7,"As experts looked for the erection of 500,000 private dwellings next year and a peak of 800,000 in 1948, officials sought to increase the sup ply of scarce building materials, per mitting wage and price boosts and priorities to break bottlenecks, if necessary.",yes,general_business,improve,na,na,12,hedged,expert,na,12,stated,improve,improve,INDPRO,1.0,0.09000000000000002
739,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-06,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-06/ed-1/?sp=7,"Under OPA\u2019s pricing policy for manufacturers for the reconversion period, some increases will be per mitted to allow for higher labor and material costs.",yes,prices,improve,up,na,vague,assertive,official,na,12,default_12,up,up,CPI,1.0,0.009999999999999995
740,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-06,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-06/ed-1/?sp=7,"Profit margins will be held to half the industry-wide average for larger businesses or prewar levels for smaller firms, however.",yes,general_business,worsen,na,na,vague,assertive,unclear,na,12,default_12,worsen,improve,INDPRO,0.0,0.81
744,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-11-24,reconversion,http://www.loc.gov/resource/sn93062828/1945-11-24/ed-1/?sp=1,"\""Millions of her citizens face unemployment throughout the coming year.",yes,employment,worsen,na,up,12,assertive,journalist,na,12,stated,up,,no UNRATE before 1948,,
747,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-12-20,reconversion,http://www.loc.gov/resource/2010270509/1945-12-20/ed-1/?sp=2,"Like many others, it had expect ed reconversion and demobilization to be gradual processes and unem ployment aid was ready to meet that situation.",yes,employment,worsen,na,up,vague,hedged,unclear,na,12,default_12,up,,no UNRATE before 1948,,
749,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-09-08,reconversion,http://www.loc.gov/resource/sn93062828/1945-09-08/ed-1/?sp=8,"Executive Secretary, on behalf of six national unofficial church social action groups which cooperate through the United Christian Council, warned that \u201cwith out an over-all, completely coordi nated production plan geared to quickest possible reconversion to ci vilian manufacture under government direction and government enforce ment if necessary, we shall be in chaos, with vast numbers of former war workers unemployed for whom no provision has been made.",yes,employment,worsen,na,up,vague,assertive,expert,na,12,default_12,up,,no UNRATE before 1948,,
752,1945 Reconversion,crisis,"proletarec (chicago, ill.) 1906-19??",illinois,1946-01-30,reconversion,http://www.loc.gov/resource/sn83045377/1946-01-30/ed-1/?sp=8,HOFFMAN'S REASSURNG FORECAST \u201cBig Business Executive Insists Reconversion Is Making Amazing Progress; No Occasion to Get Hysterical over Strikes On several occasions LABOR has pointed out the unfortunate j tendency in some quarters to over-emphasize the importance of strikes.,yes,general_business,improve,na,na,vague,assertive,expert,Hoffman,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
753,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-27,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-27/ed-1/?sp=2,"I, for one, do not doubt that ultimately it will be abolished be cause the alternative is deep, corroding poverty, universal misery and recurring war.",yes,general_business,improve,na,na,vague,assertive,unclear,na,24,inferred_long,improve,improve,INDPRO,1.0,0.009999999999999995
755,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-27,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-27/ed-1/?sp=2,"OPA thinks this formula, in most cases, will make reconversion costs about comparable with those of 1942.",yes,prices,no_change,stable,na,vague,hedged,official,na,12,default_12,stable,up,CPI,0.0,0.48999999999999994
756,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-06,reconversion,http://www.loc.gov/resource/2010270509/1945-09-06/ed-1/?sp=2,"RECONVERSION: Pace Quickens Breathless trying to keep up with relaxation of unending wartime con trols, the nation contemplated early removal of meat, tire and shoe ra tioning, even as the government re moved restrictions on Industry to permit full-steam ahead on recon version.",yes,general_business,improve,na,na,vague,assertive,journalist,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
757,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-06,reconversion,http://www.loc.gov/resource/2010270509/1945-09-06/ed-1/?sp=2,"Following previous announce ment that the government had abolished packer set-asides on beef, veal and ham supplies for the army and other federal agencies, an early end of rationing was expected with OPA's revelation that it would re duce meat point values in view of military cutbacks in orders and a prospective heavy fall run of cattle With the announcement that tire production would be doubled to 4, 000.000 monthly during October, With industry given the go-ahead signal for civilian production, man ufacturers strove for speedy output for the pent-up postwar market.",yes,prices,improve,down,na,vague,hedged,journalist,na,12,default_12,down,up,CPI,0.0,0.48999999999999994
762,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-20,reconversion,http://www.loc.gov/resource/2010270509/1945-09-20/ed-1/?sp=3,Good Start Made In Major Job Of Reconversion Reconversion and all that It entails between now and this time next year presents a black picture if one listens to tiie predictions of some government and labor lead ers.,yes,general_business,worsen,na,na,12,hedged,official,na,12,stated,worsen,improve,INDPRO,0.0,0.48999999999999994
763,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-20,reconversion,http://www.loc.gov/resource/2010270509/1945-09-20/ed-1/?sp=3,"It is a harsh paradox to witness a nation which has won the greatest military victory in history and accomplished the most prodigi ous production miracle in tiie an nals of man, throw up its hands and predict an army of eight mil lion unemployed by next Spring with tiie government doing nothing about it.",yes,employment,worsen,na,up,6,assertive,unclear,na,6,stated,up,,no UNRATE before 1948,,
765,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-20,reconversion,http://www.loc.gov/resource/2010270509/1945-09-20/ed-1/?sp=3,"The govern ment's part he said, will be to hold down inflation.",yes,prices,improve,down,na,vague,assertive,official,na,12,default_12,down,up,CPI,0.0,0.81
771,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1945-09-07,reconversion,http://www.loc.gov/resource/sn78002169/1945-09-07/ed-1/?sp=2,"Reconversion is off to a good start, he said, but some governmental controls will have to remain to guard against inflation and defla tion until the national economy is stabilized through full employment and full production.",yes,general_business,improve,na,na,vague,hedged,expert,na,12,default_12,improve,improve,INDPRO,1.0,0.09000000000000002
776,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1945-09-07,reconversion,http://www.loc.gov/resource/sn78002169/1945-09-07/ed-1/?sp=2,War workers will be displaced during reconversion.,yes,employment,worsen,na,up,vague,assertive,unclear,na,12,default_12,up,,no UNRATE before 1948,,
778,1945 Reconversion,crisis,"the powder keg (hastings, neb.) 1943-19??",nebraska,1945-08-24,reconversion,http://www.loc.gov/resource/2023271000/1945-08-24/ed-1/?sp=2,"There has been a wholesale cancellation of war contracts and all industries, who were not prepar ing for peace, will be slow to get into peacetime competition.",yes,general_business,worsen,na,na,vague,assertive,unclear,na,12,default_12,worsen,worsen,INDPRO,1.0,0.009999999999999995
779,1945 Reconversion,crisis,"the powder keg (hastings, neb.) 1943-19??",nebraska,1945-08-24,reconversion,http://www.loc.gov/resource/2023271000/1945-08-24/ed-1/?sp=2,"John Snyder, Reconversion Director, has stated that there will be an im mediate and large dislocation of our economy and that there will be a sharp but temporary unemployment.",yes,employment,worsen,na,up,vague,assertive,official,John Snyder,12,default_12,up,,no UNRATE before 1948,,
780,1945 Reconversion,crisis,"the powder keg (hastings, neb.) 1943-19??",nebraska,1945-08-24,reconversion,http://www.loc.gov/resource/2023271000/1945-08-24/ed-1/?sp=2,The readjustment or reconversion will not be all unpleasant.,yes,general_business,improve,na,na,vague,hedged,unclear,na,12,default_12,improve,worsen,INDPRO,0.0,0.48999999999999994
781,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1946-03-07,reconversion,http://www.loc.gov/resource/2010270509/1946-03-07/ed-1/?sp=5,"As long as OPA continues its wartime con trol policy rather than a policy of adjustment to aid reconversion, it will neither be able^to prevent an inflation or a deflation; it will only be able to prevent reconversion by discourag ing production of needed home building items.",yes,general_business,worsen,na,na,vague,assertive,journalist,na,12,default_12,worsen,improve,INDPRO,0.0,0.81
782,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-11-24,reconversion,http://www.loc.gov/resource/sn93062828/1945-11-24/ed-1/?sp=6,"But,\u201d he added, \u201cwe have severe tests ahead.",yes,general_business,worsen,na,na,vague,hedged,expert,na,12,default_12,worsen,improve,INDPRO,0.0,0.48999999999999994
783,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-20,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-20/ed-1/?sp=1,Johnson also pointed out that this would provide the Government with ade quate revenue for its demobilizat ion program and that such a pro gram will boost purchasing power as well as contest pressure result ing from mass lay-offs and the re turn of discharged veterans.,yes,general_business,improve,na,down,vague,assertive,expert,Johnson,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
785,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-20,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-20/ed-1/?sp=1,"urged that the Senate revise the Tax proposals of the Houge on the basis of \""TAXATION ACCORDING TO ONES ABILITY TO PAY\u201d which will give relief where it is needed most, increase the Nation's purchasing power, speed up the pace of reconversion and pave the way to FULL EMPLOYMENT and general prosperity during the post war period; while at the same time providing adequate revenue for the Government.",yes,general_business,improve,na,down,vague,assertive,unclear,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
786,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-08-30,reconversion,http://www.loc.gov/resource/2010270509/1945-08-30/ed-1/?sp=6,"Fortunately, such basic industries as steel will be able to furnish civil ian materials with little delay, and plans have been set up to continue government supervision over scarce items to permit more even distribu tion and prevent speculative hoard ing and pressure for price increases.",yes,prices,improve,stable,na,vague,assertive,unclear,na,12,default_12,stable,up,CPI,0.0,0.81
788,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-08-30,reconversion,http://www.loc.gov/resource/2010270509/1945-08-30/ed-1/?sp=6,"WORLD RELIEF: Needs Boosted With the termination of the war in the Pacific expected to multiply its problems, the United Nations Re lief and Rehabilitation Administra tion Director Herbert Lehman de clared that more than two billion dollars in additional funds would be needed to help stricken countries before their restoration of stable economies.",yes,general_business,improve,na,na,vague,assertive,expert,Herbert Lehman,12,default_12,improve,worsen,INDPRO,0.0,0.81
792,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1949-04-20,business outlook,http://www.loc.gov/resource/sn83045462/1949-04-20/ed-1/?sp=25,"Although Belgium\u2019s production is 125 per cent of prewar, unem ployment is above 10 per cent and observers say the business outlook is not encouraging.",yes,general_business,worsen,na,na,vague,hedged,expert,na,12,default_12,worsen,improve,INDPRO,0.0,0.48999999999999994
794,1948 Recession,crisis,"st. ignatius post (st. ignatius, mont.) 1946-1962",montana,1949-06-02,business outlook,http://www.loc.gov/resource/sn84036106/1949-06-02/ed-1/?sp=4,"STACY INVESTIGATING BUSINESS OUTLOOK AT ARCO Norman Stacy left on Tuesday for Arco, Idaho, to investigate the possibilities of opening a business there, which promises to be a boom town if the government\u2019s atomic energy plant goes into op eration there.",yes,general_business,improve,na,na,vague,hedged,journalist,na,12,default_12,improve,improve,INDPRO,1.0,0.09000000000000002
795,1948 Recession,crisis,"st. ignatius post (st. ignatius, mont.) 1946-1962",montana,1949-06-02,business outlook,http://www.loc.gov/resource/sn84036106/1949-06-02/ed-1/?sp=4,Stacy is of the opinion that the business outlook in his line will not warrant him maintaining his shop and stock of plumbing and electrical supplies.,yes,general_business,worsen,na,na,vague,hedged,expert,Stacy,12,default_12,worsen,improve,INDPRO,0.0,0.48999999999999994
803,1948 Recession,crisis,"the key west citizen (key west, fla.) 1879-current",florida,1949-06-27,business outlook,http://www.loc.gov/resource/sn83016244/1949-06-27/ed-1/?sp=2,BUSINESS OUTLOOK Key West is playing true touts pole to be the last city in the nation to feel the up surge of prosperity and last to experience the pinch of a recession or depression.,yes,general_business,improve,na,na,vague,assertive,journalist,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
804,1948 Recession,crisis,"the nome nugget (nome, alaska) 1938-current",alaska,1949-02-18,business outlook,http://www.loc.gov/resource/sn84020662/1949-02-18/ed-1/?sp=4,"Le May) WASHINGTON, (/P\u00bb\u2014President Truman\u2019s confident forecast of continued prosperity brought this reaction today from his Capitol Hill critics: the best way to help the nation\u2019s business is to leave it alone.",yes,general_business,improve,na,na,vague,assertive,official,President Truman,12,default_12,improve,no_change,INDPRO,0.0,0.81
805,1948 Recession,crisis,"the nome nugget (nome, alaska) 1938-current",alaska,1949-02-18,business outlook,http://www.loc.gov/resource/sn84020662/1949-02-18/ed-1/?sp=4,"Truman told his Thursday news conference current price drops are only the leveling-off that everybody has been hoping for, and he spoke confidently of the business outlook.",yes,general_business,improve,down,na,vague,assertive,official,Truman,12,default_12,improve,no_change,INDPRO,0.0,0.81
809,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1949-03-31,business outlook,http://www.loc.gov/resource/sn83045462/1949-03-31/ed-1/?sp=1,All four Democrats agreed with Secretary of the Treasury Snyder\u2019s press conference estimate yester day that the Nation is \u201cunder going healthy readjustment\u201d and the business outlook is for con tinued prosperity.,yes,general_business,improve,na,na,vague,assertive,official,Secretary Snyder,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
810,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1949-03-20,business outlook,http://www.loc.gov/resource/sn83045462/1949-03-20/ed-1/?sp=52,"Keyserling, vice chair man of the council, recently told the Congressional Joint Commit tee on the Economic Report that the business outlook at that time will be dampened by the decline in Government demand.",yes,general_business,worsen,na,na,vague,assertive,expert,Keyserling,12,default_12,worsen,improve,INDPRO,0.0,0.81
811,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1949-03-20,business outlook,http://www.loc.gov/resource/sn83045462/1949-03-20/ed-1/?sp=52,"Industry then will not be likely to expand, he said, and added: \u201cExperience indicates, rather, that the delay of adjustment un til that time would result in cur tailment of employment and pro duction, followed by disorderly price breaks and a general eco nomic decline\u2014the spiral of de pression.\u201d The council sees no chance for increasing business investment taking up the slack.",yes,general_business,worsen,down,up,vague,assertive,expert,na,12,default_12,worsen,improve,INDPRO,0.0,0.81
812,1948 Recession,crisis,"the western news (libby, mont.) 1933-current",montana,1949-03-24,business outlook,http://www.loc.gov/resource/sn82006551/1949-03-24/ed-1/?sp=3,"Penney, the head of the national chain store system which bears his name, recently commented on the business outlook, will, of course, be a leveling off in certain lines of merchandise this year,\"" he said.",yes,general_business,no_change,na,na,12,assertive,expert,Penney,12,stated,no_change,improve,INDPRO,0.0,0.81
813,1948 Recession,crisis,"the western news (libby, mont.) 1933-current",montana,1949-03-24,business outlook,http://www.loc.gov/resource/sn82006551/1949-03-24/ed-1/?sp=3,"drastic break, for a depression or even a mild re cession.' Those are cheering words, coming as they do from a man who has seen a great many ups and downs in the business cycle, and who has done much to better retailing's con tribution to the welfare of the American people.",yes,general_business,improve,na,na,vague,assertive,expert,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
814,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1949-02-18,business outlook,http://www.loc.gov/resource/sn83045462/1949-02-18/ed-1/?sp=1,"Truman told his weekly neArs conference that current price drops are only the leveling off that everybody has been hop ing for, and he spoke confidently of the business outlook.",yes,general_business,improve,na,na,vague,assertive,official,Truman,12,default_12,improve,no_change,INDPRO,0.0,0.81
819,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1949-03-18,business outlook,http://www.loc.gov/resource/sn83045462/1949-03-18/ed-1/?sp=3,"_ Nourse Optimistic On Business Outlook CHICAGO, Mar.",yes,general_business,improve,na,na,vague,assertive,expert,Nourse,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
820,1948 Recession,crisis,"marion progress (marion, n.c.) 1909-19??",north carolina,1949-06-30,business outlook,http://www.loc.gov/resource/sn91068695/1949-06-30/ed-1/?sp=2,"BUSINESS OUTLOOK According to some experts, the current business decline is about half over and, by fall, an upturn in business is expected.",yes,general_business,improve,na,na,6,hedged,expert,na,6,stated,improve,improve,INDPRO,1.0,0.09000000000000002
832,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1949-06-02,business outlook,http://www.loc.gov/resource/sn83045462/1949-06-02/ed-1/?sp=18,"In sum, according to the optimistic experts, there is nothing wrong in the business outlook that enterprise cannot cure.",yes,general_business,improve,na,na,vague,assertive,expert,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
834,1948 Recession,crisis,"the daily alaska empire (juneau, alaska) 1926-1964",alaska,1949-06-14,business outlook,http://www.loc.gov/resource/sn83045499/1949-06-14/ed-1/?sp=4,y i BUSINESS JITTERS The sinking spell during recent days of stock market prices coincident with a further drcp in steel output and in grain and other commodity prices brings predictions of worse to come.,yes,general_business,worsen,na,na,vague,hedged,unclear,na,12,default_12,worsen,improve,INDPRO,0.0,0.48999999999999994
835,1948 Recession,crisis,"the daily alaska empire (juneau, alaska) 1926-1964",alaska,1949-06-14,business outlook,http://www.loc.gov/resource/sn83045499/1949-06-14/ed-1/?sp=4,Yet an objective ex amination of current price and production indices does not seem to warrant pessimism about the business outlook.,yes,general_business,improve,na,na,vague,hedged,journalist,na,12,default_12,improve,improve,INDPRO,1.0,0.09000000000000002
838,1948 Recession,crisis,"montgomery county sentinel (rockville, md.) 1855-1974",maryland,1949-06-30,business outlook,http://www.loc.gov/resource/sn83016209/1949-06-30/ed-1/?sp=7,"Business Outlook According to some experts, the current business decline is about half over, and by fall, an upturn in business is expected.",yes,general_business,improve,na,na,vague,hedged,expert,na,6,inferred_short,improve,improve,INDPRO,1.0,0.09000000000000002
840,1948 Recession,crisis,"milford chronicle (milford, del.) 1878-1974",delaware,1949-06-10,business outlook,http://www.loc.gov/resource/sn87062224/1949-06-10/ed-1/?sp=4,"He stated that commodity prices could stabilize and \""if the business interests of employment hold up the country could have faith in (he Democratic Con gress now in session in Washington.\"" words, the recent decline in commodities and the \u2022companying increase In un employment, is largely; due to a fear amongst thoughtful people that proper, In otheri ;h efforts will not bo made to reduce government spending and prevent further debt.",yes,prices,improve,stable,na,vague,hedged,expert,na,12,default_12,stable,stable,CPI,1.0,0.09000000000000002
841,1948 Recession,crisis,"the daily alaska empire (juneau, alaska) 1926-1964",alaska,1949-02-18,business outlook,http://www.loc.gov/resource/sn83045499/1949-02-18/ed-1/?sp=1,"Truman told his Thursday news conference current price drops are only the leveling-off that every body has been hoping for, and he spoke confidently of the business outlook.",yes,general_business,improve,down,na,vague,assertive,official,Truman,12,default_12,improve,no_change,INDPRO,0.0,0.81
844,1948 Recession,crisis,"fairport beacon (fairport harbor, ohio) 1935-1960",ohio,1949-01-28,recession,http://www.loc.gov/resource/sn88078614/1949-01-28/ed-1/?sp=5,Business will boom as long as there is a market and a fair chance for profits; even less pro fits than those fat ones business tried to minimize over the past two years.,yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,no_change,INDPRO,0.0,0.81
845,1948 Recession,crisis,"fairport beacon (fairport harbor, ohio) 1935-1960",ohio,1949-01-28,recession,http://www.loc.gov/resource/sn88078614/1949-01-28/ed-1/?sp=5,Without a market bu siness will curtail activities\u2014and probably some will then blame the curtailment on government restrictions.,yes,general_business,worsen,na,na,vague,hedged,unclear,na,12,default_12,worsen,no_change,INDPRO,0.0,0.48999999999999994
850,1948 Recession,crisis,"the western news (libby, mont.) 1933-current",montana,1948-12-30,recession,http://www.loc.gov/resource/sn82006551/1948-12-30/ed-1/?sp=4,"Fifty-one of them characterized the expected setback as mild, 10 as moderately serious; only three men expected a reces sion of serious proportions or ex tended duration.",yes,general_business,worsen,na,na,vague,hedged,expert,na,12,default_12,worsen,worsen,INDPRO,1.0,0.09000000000000002
851,1948 Recession,crisis,"the western news (libby, mont.) 1933-current",montana,1948-12-30,recession,http://www.loc.gov/resource/sn82006551/1948-12-30/ed-1/?sp=4,"A quite considerable minority, numbering 47, expects no recession at all in 1949.",yes,general_business,improve,na,na,12,assertive,unclear,na,12,stated,improve,worsen,INDPRO,0.0,0.81
852,1948 Recession,crisis,"the western news (libby, mont.) 1933-current",montana,1948-12-30,recession,http://www.loc.gov/resource/sn82006551/1948-12-30/ed-1/?sp=4,More than 70 per cent of those who do expect a re cession think it will start before the middle of 1949; some think it has already started.,yes,general_business,worsen,na,na,6,hedged,unclear,na,6,stated,worsen,worsen,INDPRO,1.0,0.09000000000000002
853,1948 Recession,crisis,"montana farmer-stockman (great falls, mont.) 1947-1993",montana,1948-10-15,recession,http://www.loc.gov/resource/sn86075096/1948-10-15/ed-1/?sp=7,Cattle and hog feeders will keep livestock on feed longer periods w n a ^tas^rce^Tte deS/toZS ing W\u00dc1 mean more pounds Q f meat fi na ll y> but that time probably will be after Jan.,yes,general_business,improve,na,na,6,hedged,unclear,na,6,stated,improve,worsen,INDPRO,0.0,0.48999999999999994
854,1948 Recession,crisis,"dickenson county herald (clintwood, va.) 1939-195?",virginia,1949-01-20,recession,http://www.loc.gov/resource/sn95079130/1949-01-20/ed-1/?sp=1,"The recession will, of course, shake things down a bit.",yes,general_business,worsen,na,na,vague,assertive,unclear,na,12,default_12,worsen,no_change,INDPRO,0.0,0.81
