claim_id,episode,kind,publisher,state,date,search_term,page_url,quote,is_prediction,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,months,horizon_basis,predicted_label,realized_label,basis,hit,brier
190,1920 Depression,crisis,"the chickasha daily express (chickasha, indian territory [okla.]) 1899-current",oklahoma,1920-11-19,business outlook,http://www.loc.gov/resource/sn86090528/1920-11-19/ed-1/?sp=7,"prove ruinous is ill-founded, for such trade only constitutes 5 per cent of the total,' What little stoppage it will cause in this field, therefore, is of little or no consequence and will have no noticeable effect on the general business outlook.",yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,worsen,INDPRO,0.0,0.81
191,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-03-07,business outlook,http://www.loc.gov/resource/sn83045774/1921-03-07/ed-1/?sp=14,An Improving International business outlook Is reported by H.,yes,general_business,improve,na,na,vague,hedged,expert,H,12,default_12,improve,improve,INDPRO,1.0,0.09000000000000002
193,1920 Depression,crisis,"capital journal (salem, or.) 1919-1980",oregon,1920-11-20,business outlook,http://www.loc.gov/resource/sn90066132/1920-11-20/ed-1/?sp=10,"urexoa Cites Ten Reasons Why Business Outlook In United States Favorable To Continued Prosperity Wellesley, Mam., Nov.",yes,general_business,improve,na,na,vague,assertive,expert,urexoa,12,default_12,improve,worsen,INDPRO,0.0,0.81
194,1920 Depression,crisis,"capital journal (salem, or.) 1919-1980",oregon,1920-11-20,business outlook,http://www.loc.gov/resource/sn90066132/1920-11-20/ed-1/?sp=10,This profession has; of the future of industries m gen- easons why the business outlook to the United States Is favorable And why business men should as i ifiumc a more optimistic attitude r given by Roger W.,yes,general_business,improve,na,na,vague,assertive,expert,Roger W.,12,default_12,improve,worsen,INDPRO,0.0,0.81
197,1920 Depression,crisis,"the indian leader (lawrence, kan.) 1897-????",kansas,1920-09-24,business outlook,http://www.loc.gov/resource/ca06001655/1920-09-24/ed-1/?sp=13,4 6 The business outlook appears to be good in every section.,yes,general_business,improve,na,na,vague,hedged,journalist,na,12,default_12,improve,worsen,INDPRO,0.0,0.48999999999999994
198,1920 Depression,crisis,"the idaho republican (blackfoot, idaho) 1904-1932",idaho,1920-11-24,business outlook,http://www.loc.gov/resource/sn86091197/1920-11-24/ed-1/?sp=6,"BUSINESS ON FIRM BASIS SAYS EXPERT Gives Ten Reasons Why Business Outlook Is Good WELLESLEY, Mass.-\u00bb-Ten rea sons why the business outlook in the United States is favorable and why business men should assume a more optimistic attitude are given by Rog er W.",yes,general_business,improve,na,na,vague,assertive,expert,Roger W.,12,default_12,improve,worsen,INDPRO,0.0,0.81
199,1920 Depression,crisis,"the idaho republican (blackfoot, idaho) 1904-1932",idaho,1920-11-24,business outlook,http://www.loc.gov/resource/sn86091197/1920-11-24/ed-1/?sp=6,"\""Fifth, that the argument that the falling off of our foreign trade will prove ruinous is ill-founded, for such trade only constitutes 5 per cent of the total.",yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,worsen,INDPRO,0.0,0.81
200,1920 Depression,crisis,"the idaho republican (blackfoot, idaho) 1904-1932",idaho,1920-11-24,business outlook,http://www.loc.gov/resource/sn86091197/1920-11-24/ed-1/?sp=6,"What little stoppage there may be in this field, therefore, is of little or no consequence and will have no noticeable effect on the general business outlook.",yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,worsen,INDPRO,0.0,0.81
201,1920 Depression,crisis,"the abbeville press and banner (abbeville, s.c.) 1869-1924",south carolina,1921-01-03,business outlook,http://www.loc.gov/resource/sn84026853/1921-01-03/ed-1/?sp=4,I BUSINESS OUTLOOK FINE SAYS PRESIDENT STANDARD OIL CO.,yes,general_business,improve,na,na,vague,assertive,expert,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
202,1920 Depression,crisis,"the abbeville press and banner (abbeville, s.c.) 1869-1924",south carolina,1921-01-03,business outlook,http://www.loc.gov/resource/sn84026853/1921-01-03/ed-1/?sp=4,Teagle Forecast# an Early Wave of Buying if All Pull Together?,yes,general_business,improve,na,na,vague,hedged,expert,Teagle,12,default_12,improve,improve,INDPRO,1.0,0.09000000000000002
204,1920 Depression,crisis,"the abbeville press and banner (abbeville, s.c.) 1869-1924",south carolina,1921-01-03,business outlook,http://www.loc.gov/resource/sn84026853/1921-01-03/ed-1/?sp=4,"\""Good!\"" \""When will business start to pick up?\"" \""Soon?if we all stick to our tasks and pull together.^ \""What can the people, as a whole do to speed up the return of business to normal?.\"" \""Think of optimism, talk optimism act optimism.\"" 1 \""Just how will the end of the pres ent depression manifest itself?\"" \""By a great wave of buying.",yes,general_business,improve,na,na,vague,hedged,unclear,na,6,inferred_short,improve,worsen,INDPRO,0.0,0.48999999999999994
205,1920 Depression,crisis,"the abbeville press and banner (abbeville, s.c.) 1869-1924",south carolina,1921-01-03,business outlook,http://www.loc.gov/resource/sn84026853/1921-01-03/ed-1/?sp=4,"It simply is hesitating about investing.\"" \""Why?!' \""'Purchasers always are conserva tive about buying in a falling mar ket.\"" I \""What will be the general effect of today's condition on America's future business outlook?\"" \""Americdn business is on too firm a foundation to be disioagea oy tne storm we're passing through.\"" \""Just what will the world trade, for which this country is, reaching out, mean to us?",yes,general_business,improve,na,na,vague,assertive,expert,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
207,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-01-21,business outlook,http://www.loc.gov/resource/sn83045774/1921-01-21/ed-1/?sp=15,Johnston Seo* 1 ni-; proved Business Outlook All Over f'oHntry.,yes,general_business,improve,na,na,vague,assertive,expert,Johnston,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
208,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-01-21,business outlook,http://www.loc.gov/resource/sn83045774/1921-01-21/ed-1/?sp=15,A note of optimism regarding the general business outlook was sounded by Percy H.,yes,general_business,improve,na,na,vague,hedged,expert,Percy H.,12,default_12,improve,improve,INDPRO,1.0,0.09000000000000002
209,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-01-09,business outlook,http://www.loc.gov/resource/sn83045774/1921-01-09/ed-1/?sp=84,"Taking th< figures as a basis of comparison, a believing that as conditions ahroad> I prove our foreign neighbors will wi more and more ears, there seems evt likelihood that the demand will so crease that there will he a market an automobile to every hundred p< sons, <fr 15,000,0no passenger cars.",yes,markets,improve,na,na,vague,hedged,unclear,na,12,default_12,improve,improve,INDPRO,1.0,0.09000000000000002
211,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-01-09,business outlook,http://www.loc.gov/resource/sn83045774/1921-01-09/ed-1/?sp=84,"\""In short, my confidence In the Amer lean nusiness man, oaeKea as ne is Dy the nation's wealth, leads me to be most hopeful over the business outlook for the future.",yes,general_business,improve,na,na,vague,assertive,expert,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
213,1920 Depression,crisis,"the indian leader (lawrence, kan.) 1897-????",kansas,1920-10-29,business outlook,http://www.loc.gov/resource/ca06001655/1920-10-29/ed-1/?sp=26,"October 22\u2014German miners Encourage British Strikers; Business Outlook Unusually Bright, Says Gary, Steel Head; Shoe Prices Lower; Still No Man\u2019s Feed MacSwiney; Reed Takes Stand in Land\u201d; Man Without Political Party; Tie-up May Force Return to War Status in Britain; Colby to Reply to Root Wet\u201d; Wheat on Covenant; British Columbia Voted Again Goes Over $2; Harding Returned to Marion; Nominee Closes Campaign Except for a Few Ohio Speeches.",yes,general_business,improve,na,na,vague,assertive,expert,Gary,12,default_12,improve,worsen,INDPRO,0.0,0.81
215,1920 Depression,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1920-12-31,business outlook,http://www.loc.gov/resource/sn84026749/1920-12-31/ed-1/?sp=1,"31I.-- Thil is the 1921 business outlook am seen by prominent New York bankers: \""The turn of the tide In deelin Ing prices and liquidation in very near.",yes,prices,improve,up,na,vague,assertive,expert,na,12,default_12,up,down,CPI,0.0,0.81
217,1920 Depression,crisis,"albuquerque morning journal (albuquerque, n.m.) 1903-1926",new mexico,1921-01-01,business outlook,http://www.loc.gov/resource/sn84031081/1921-01-01/ed-1/?sp=10,"j, We share none of the pessimism felt by some with regard to the business outlook in 1921.",yes,general_business,improve,na,na,12,assertive,journalist,na,12,stated,improve,improve,INDPRO,1.0,0.009999999999999995
218,1920 Depression,crisis,"albuquerque morning journal (albuquerque, n.m.) 1903-1926",new mexico,1921-01-01,business outlook,http://www.loc.gov/resource/sn84031081/1921-01-01/ed-1/?sp=10,"We make no rash and glittering promises of enor mous drops in prices during the coming year, be cause our careful analysis of trade conditions, in dustry and available stocks convinces us that no such further radical reductions will occur.",yes,prices,improve,stable,na,12,assertive,journalist,na,12,stated,stable,down,CPI,0.0,0.81
220,1920 Depression,crisis,"albuquerque morning journal (albuquerque, n.m.) 1903-1926",new mexico,1921-01-01,business outlook,http://www.loc.gov/resource/sn84031081/1921-01-01/ed-1/?sp=10,"In the meantime, firm in our faith in the business outlook, and equally firm in our confidence in the sound basis of our new policy of volume of business and narrowed margins of profit, we have bought generously for 1921; every department has-been served upon the basis of a noatble increase in the demands upon it, and the prices at which the mer chandise will be offered, will insure that increase in the demands.",yes,general_business,improve,na,na,12,assertive,journalist,na,12,stated,improve,improve,INDPRO,1.0,0.009999999999999995
223,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1920-06-30,business outlook,http://www.loc.gov/resource/sn89075140/1920-06-30/ed-1/?sp=3,"Until this uncertainty is dissipated, at least in part, business will lack confidence.",yes,general_business,worsen,na,na,vague,assertive,unclear,na,12,default_12,worsen,worsen,INDPRO,1.0,0.009999999999999995
224,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1920-06-30,business outlook,http://www.loc.gov/resource/sn89075140/1920-06-30/ed-1/?sp=3,The return of true prosperity will be postponed.,yes,general_business,worsen,na,na,vague,assertive,unclear,na,12,default_12,worsen,worsen,INDPRO,1.0,0.009999999999999995
228,1920 Depression,crisis,"ladysmith news-budget (ladysmith, rusk county, wis.) 1907-1927",wisconsin,1921-03-18,business outlook,http://www.loc.gov/resource/sn85040245/1921-03-18/ed-1/?sp=6,BUSINESS OUTLOOK IS IMPROVING The business outlook continues to im prove.,yes,general_business,improve,na,na,vague,assertive,journalist,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
229,1920 Depression,crisis,"the mt. sterling advocate (mt. sterling, ky.) 1890-current",kentucky,1921-03-03,business outlook,http://www.loc.gov/resource/sn86069675/1921-03-03/ed-1/?sp=3,They are very optimistic over the business outlook and are firm Up.,yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
230,1920 Depression,crisis,"the mt. sterling advocate (mt. sterling, ky.) 1890-current",kentucky,1921-03-03,business outlook,http://www.loc.gov/resource/sn86069675/1921-03-03/ed-1/?sp=3,their be lief that it will only be a short time until merchants all over Central Kentucky will be enjoying their ac customed patronage.,yes,general_business,improve,na,na,vague,hedged,unclear,na,12,default_12,improve,improve,INDPRO,1.0,0.09000000000000002
231,1920 Depression,crisis,"the mt. sterling advocate (mt. sterling, ky.) 1890-current",kentucky,1921-03-03,business outlook,http://www.loc.gov/resource/sn86069675/1921-03-03/ed-1/?sp=3,"They believe in talking pros perity, not being \""down in the mouth,\"" feeling con-$; fident that there are better times ahead for all of those who are willing to hustle and push for business The members of this hustling firm, Willard and Dil lard McGuire, are two of Mt.",yes,general_business,improve,na,na,vague,hedged,expert,Willard McGuire,12,default_12,improve,improve,INDPRO,1.0,0.09000000000000002
232,1920 Depression,crisis,"douglas daily international (douglas, ariz.) 1913-1925",arizona,1920-12-18,business outlook,http://www.loc.gov/resource/sn95060770/1920-12-18/ed-1/?sp=5,"{""/service/ndnp/az/batch_az_hematite_ver01/data/sn95060770/00542866457/1920121801/0419.xml"":{""full_text"":""WORLD\u2019S SHELVES EMPTY; PREDICT BUSINESS WILL FLOURISH IN 1921 (EDITOR\u2019S NOTE: \u2014G.",yes,general_business,improve,na,na,12,assertive,unclear,na,12,stated,improve,no_change,INDPRO,0.0,0.81
234,1920 Depression,crisis,"douglas daily international (douglas, ariz.) 1913-1925",arizona,1920-12-18,business outlook,http://www.loc.gov/resource/sn95060770/1920-12-18/ed-1/?sp=5,"An interview with him is reprinted below which throws new light on the industrial situation.) \u201cWhat is the business outlook now and for 1921?\u201d \u201cWe are laying the foundation for a business boom,\u201d said Mr.",yes,general_business,improve,na,na,vague,assertive,expert,Mr.,12,default_12,improve,no_change,INDPRO,0.0,0.81
236,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1921-01-12,business outlook,http://www.loc.gov/resource/sn89075140/1921-01-12/ed-1/?sp=7,"{""/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665921/1921011201/0026.xml"":{""full_text"":""The Business Outlook REOPENING OF FACTORIES DENOTES IMPROVE MENT IN INDUSTRIAL CONDITIONS\u2014 PREDICTIONS FOR 1921 HAZARDOUS Reopening of many factories with reduced working forces, following the ture of the year, denotes slight im provement in industrial conditions and extends promise of a more pro nounced revival in the future.",yes,general_business,improve,na,na,vague,hedged,journalist,na,12,default_12,improve,improve,INDPRO,1.0,0.09000000000000002
237,1920 Depression,crisis,"the leader enterprise and press (fitzgerald, ben hill county, georgia) 1915-1921",georgia,1920-12-29,business outlook,http://www.loc.gov/resource/sn89053306/1920-12-29/ed-1/?sp=1,"THE EMPIRE MERCANTILE COMPANY, o Business Outlook Is Reported Good Conditions Will Show Decided Im.",yes,general_business,improve,na,na,vague,assertive,expert,na,12,default_12,improve,no_change,INDPRO,0.0,0.81
238,1920 Depression,crisis,"the leader enterprise and press (fitzgerald, ben hill county, georgia) 1915-1921",georgia,1920-12-29,business outlook,http://www.loc.gov/resource/sn89053306/1920-12-29/ed-1/?sp=1,"Rose says that there is a very optimistic business outlook prevailing in New York and other cities of the east, \u201cThepresent nervous condition in Business circles.",yes,general_business,improve,na,na,vague,assertive,expert,Rose,12,default_12,improve,no_change,INDPRO,0.0,0.81
239,1920 Depression,crisis,"the leader enterprise and press (fitzgerald, ben hill county, georgia) 1915-1921",georgia,1920-12-29,business outlook,http://www.loc.gov/resource/sn89053306/1920-12-29/ed-1/?sp=1,"accentuated by the drop in the price of cotton, wheat and other commodities, will give way.",yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,no_change,INDPRO,0.0,0.81
240,1920 Depression,crisis,"the leader enterprise and press (fitzgerald, ben hill county, georgia) 1915-1921",georgia,1920-12-29,business outlook,http://www.loc.gov/resource/sn89053306/1920-12-29/ed-1/?sp=1,in a few months to settled conditions and industrial enterprises now closed will open again\u201d said Mr.,yes,general_business,improve,na,na,6,assertive,expert,Mr.,6,stated,improve,worsen,INDPRO,0.0,0.81
241,1920 Depression,crisis,"the alaska daily empire (juneau, alaska) 1912-1926",alaska,1921-02-28,business outlook,http://www.loc.gov/resource/sn84020657/1921-02-28/ed-1/?sp=8,I 1 LOCAL FIRM TO ENTER JOBBING BUSINESS HEBE Olson Meherin Branching Out\u2014Business Outlook Is Good Savs Meherin.,yes,general_business,improve,na,na,vague,assertive,expert,Meherin,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
242,1920 Depression,crisis,"the alaska daily empire (juneau, alaska) 1912-1926",alaska,1921-02-28,business outlook,http://www.loc.gov/resource/sn84020657/1921-02-28/ed-1/?sp=8,".Meherin, junior member of he brokerage firm of Olson Me-i liein,^ who returned today from a thrfee months' business trip in the Pacific Coast States, says that no matter what happens or what the conditions are elsewhere, Alaska is coming hack strong and although things mlghT not fee right up to a InO per cent in the North during 1921, look for 1922.",yes,general_business,improve,na,na,vague,hedged,expert,Meherin,12,default_12,improve,improve,INDPRO,1.0,0.09000000000000002
249,1920 Depression,crisis,"newark leader ([newark, ohio]) 1917-1946",ohio,1921-03-18,return of prosperity,http://www.loc.gov/resource/sn88078775/1921-03-18/ed-1/?sp=6,This means that the cost of building probably will be much higher in the future than it is now.,yes,prices,worsen,up,na,vague,hedged,unclear,na,12,default_12,up,down,CPI,0.0,0.48999999999999994
250,1920 Depression,crisis,"newark leader ([newark, ohio]) 1917-1946",ohio,1921-03-18,return of prosperity,http://www.loc.gov/resource/sn88078775/1921-03-18/ed-1/?sp=6,"Just as soon as a few far-sighted men in each community shake off the fear that grips them and begin to build, others will become more confi dent and trail along.",yes,general_business,improve,na,na,vague,hedged,unclear,na,6,inferred_short,improve,improve,INDPRO,1.0,0.09000000000000002
251,1920 Depression,crisis,"newark leader ([newark, ohio]) 1917-1946",ohio,1921-03-18,return of prosperity,http://www.loc.gov/resource/sn88078775/1921-03-18/ed-1/?sp=6,"Thus will pros perity be restored to the building in dustry, and it will be a good many years before there will be a let-up In other lines of endeavor, from digging ditches to running railroads, the return of prosperity depends upon the every-day buyer of ordinary merchandise.",yes,general_business,improve,na,na,vague,assertive,journalist,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
253,1920 Depression,crisis,"newark leader ([newark, ohio]) 1917-1946",ohio,1921-03-18,return of prosperity,http://www.loc.gov/resource/sn88078775/1921-03-18/ed-1/?sp=6,"So it can easily be seen that the return of prosperity is \u201cup to\u201d the every-day citizen who is holding back from buying needed articles cause he is afraid of the future, the men with available cash will gin to build, and the men who working will buy what they need, prosperity simply can\u2019t be kept away.",yes,general_business,improve,na,na,vague,assertive,journalist,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
257,1920 Depression,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1921-03-24,return of prosperity,http://www.loc.gov/resource/sn83030214/1921-03-24/ed-1/?sp=7,?4} The coming return of prosperity and business activity will cause a still greater demand for buildings?a demand which must be .sup?,yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
258,1920 Depression,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1921-03-24,return of prosperity,http://www.loc.gov/resource/sn83030214/1921-03-24/ed-1/?sp=7,"j_5 J Income from rented property will stay at present levels, due not only to the demand but to generally higher standards of living to X which the public has been educated.",yes,general_business,no_change,na,na,vague,assertive,unclear,na,12,default_12,no_change,improve,INDPRO,0.0,0.81
260,1920 Depression,crisis,"douglas daily international (douglas, ariz.) 1913-1925",arizona,1921-03-29,return of prosperity,http://www.loc.gov/resource/sn95060770/1921-03-29/ed-1/?sp=4,It is likewise useless to expect a return of prosperity while the United States refuses to lift a finger to stabilize conditions in Europe and thereby give to the farmer and manufacturer the foreign mar kets that they require.,yes,general_business,worsen,na,na,vague,assertive,journalist,na,12,default_12,worsen,improve,INDPRO,0.0,0.81
261,1920 Depression,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1921-01-16,return of prosperity,http://www.loc.gov/resource/sn83030214/1921-01-16/ed-1/?sp=11,"dustry is the first to feel the public pulse and will lead again in the return of prosperity.\"" With the 1921 New York show ended, manufacturers and dealers are turning their attention to Chicago, where the second of the national motor car expo?",yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
263,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-03-24,return of prosperity,http://www.loc.gov/resource/sn83045774/1921-03-24/ed-1/?sp=7,?4} The coming return of prosperity and business a&ivity will cause a still greater demand for buildings?a demand which must be sup plied if prosperity is to come.,yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
264,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-03-24,return of prosperity,http://www.loc.gov/resource/sn83045774/1921-03-24/ed-1/?sp=7,"?53 Income from rented property will stay at present levels, due not only to the demand but to generally higher standards of living to which the public has been educated.",yes,general_business,no_change,na,na,vague,assertive,unclear,na,12,default_12,no_change,improve,INDPRO,0.0,0.81
265,1920 Depression,crisis,"el paso herald (el paso, tex.) 1901-1931",texas,1920-12-10,return of prosperity,http://www.loc.gov/resource/sn88084272/1920-12-10/ed-1/?sp=12,"En couraging reports have been received here from the states of Sonora and Sinaloa where the return of prosperity is noted by the announcement that these states expect to export lS,e carloads of agricultural products to the United States within the next few I months.",yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,no_change,INDPRO,0.0,0.81
266,1920 Depression,crisis,"el paso herald (el paso, tex.) 1901-1931",texas,1920-12-10,return of prosperity,http://www.loc.gov/resource/sn88084272/1920-12-10/ed-1/?sp=12,I It is said the state of Sinaloa will j have at least lt$ tons of refined j sugar available for export.,yes,prices,improve,down,na,vague,hedged,unclear,na,12,default_12,down,down,CPI,1.0,0.09000000000000002
269,1920 Depression,crisis,"new britain herald (new britain, conn.) 1890-1976",connecticut,1920-12-10,return of prosperity,http://www.loc.gov/resource/sn82014519/1920-12-10/ed-1/?sp=15,10 -Encouraging reports have been received here from tho states of fionora and Sinloa where the return of prosperity is noted by the announcement that these states expect to export 10.000 rarload.i of agricultural products to the United States within the next few months.,yes,general_business,improve,na,na,6,assertive,unclear,na,6,stated,improve,worsen,INDPRO,0.0,0.81
270,1920 Depression,crisis,"new britain herald (new britain, conn.) 1890-1976",connecticut,1920-12-10,return of prosperity,http://www.loc.gov/resource/sn82014519/1920-12-10/ed-1/?sp=15,It la said that the state of Sinloa will have at least 2.000 tons of refined sugar available for export.,yes,prices,improve,down,na,vague,hedged,unclear,na,12,default_12,down,down,CPI,1.0,0.09000000000000002
272,1920 Depression,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1921-03-10,return of prosperity,http://www.loc.gov/resource/sn83045462/1921-03-10/ed-1/?sp=6,"Ac- ceptance of these wage cuts, which i are proportionate and affect all class- ea of railroad workers from the ton i 1 l to the bottom, will make for speedier j, return of prosperity.",yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
275,1920 Depression,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1921-02-23,return of prosperity,http://www.loc.gov/resource/sn83045462/1921-02-23/ed-1/?sp=6,"A new tariff will put \""pep\"" into production, a readjustment of taxes will remove some complaints now justly made, while a merchant marine operated in the interests of American trade will materially advance our foreign trade policy.",yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,improve,INDPRO,1.0,0.009999999999999995
277,1920 Depression,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1921-01-14,return of prosperity,http://www.loc.gov/resource/sn83045462/1921-01-14/ed-1/?sp=6,"Now, if some of the other interests which persist in trying to maintain d inflated prices in a deflated market t will profit by the lesson the wheat growers have learned, the process of price leveling will be hastened and the return of prosperity speeded.",yes,general_business,improve,na,na,vague,hedged,journalist,na,12,default_12,improve,improve,INDPRO,1.0,0.09000000000000002
278,1920 Depression,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1920-12-12,return of prosperity,http://www.loc.gov/resource/sn83030214/1920-12-12/ed-1/?sp=24,"ing reports have been received here from the states of Sonora and Sinaloa, where the return of prosperity is noted by the announcement that thi-se states expect to export 10,000 carloads of agricultural products to the United States within the next few months.",yes,general_business,improve,na,na,vague,assertive,unclear,na,6,inferred_short,improve,worsen,INDPRO,0.0,0.81
279,1920 Depression,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1920-12-12,return of prosperity,http://www.loc.gov/resource/sn83030214/1920-12-12/ed-1/?sp=24,"It is said that the State of Sinaloa will have at least 2,000 tons of refined sugar available for export.",yes,general_business,improve,na,na,vague,hedged,unclear,na,12,default_12,improve,no_change,INDPRO,0.0,0.48999999999999994
280,1920 Depression,crisis,"the cordova daily times (cordova, alaska) 1914-1947",alaska,1921-01-27,return of prosperity,http://www.loc.gov/resource/sn86072239/1921-01-27/ed-1/?sp=5,"Protective legis lation for the eight hour day is badly needed, she declared, and added that the women must \u201corganize within the next few years.\u201d With the return of prosperity, in dustiies will clamor for women work ers, in the opinion of Miss Mary E.: \u25a0McDowell of the University of Chi cago settle vent house, who is chair-1 man of the women in industry com- m it tee of 4 he national league of wo men voters.",yes,employment,improve,na,down,vague,hedged,expert,Mary E. McDowell,12,default_12,down,,no UNRATE before 1948,,
281,1920 Depression,crisis,"the cordova daily times (cordova, alaska) 1914-1947",alaska,1920-10-14,return of prosperity,http://www.loc.gov/resource/sn86072239/1920-10-14/ed-1/?sp=4,"dova is promised renewed prosperity as the gateway for the products from the Bering river coal and oil fields, and Seward and Anchorage expect much from the opening of coal and oil fields.",yes,general_business,improve,na,na,vague,hedged,unclear,na,12,default_12,improve,worsen,INDPRO,0.0,0.48999999999999994
283,1920 Depression,crisis,"the cordova daily times (cordova, alaska) 1914-1947",alaska,1920-12-24,return of prosperity,http://www.loc.gov/resource/sn86072239/1920-12-24/ed-1/?sp=11,"24 (by Asso ciated Press).\u2014Encouraging reports have been received here from tha states of Sonora and Sinaloa, where a return of prosperity is noted by the announcement that these states expect to export 15,000 carloads of agricultural products to the United States within the next few months.",yes,general_business,improve,na,na,6,assertive,unclear,na,6,stated,improve,worsen,INDPRO,0.0,0.81
285,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-02,business outlook,http://www.loc.gov/resource/sn84026749/1930-07-02/ed-1/?sp=25,"Therefore, it is to be expected that the selling that appeared in the market yesterday afternoon will continue up to tomorrow\u2019s close.",yes,markets,worsen,na,na,vague,hedged,unclear,na,12,default_12,worsen,worsen,INDPRO,1.0,0.09000000000000002
286,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-02,business outlook,http://www.loc.gov/resource/sn84026749/1930-07-02/ed-1/?sp=25,"Short-lived rallies may come and go today and tomorrow, but in general I think operators will lighten their commitments for the weekend.",yes,markets,worsen,na,na,vague,hedged,expert,na,12,default_12,worsen,worsen,INDPRO,1.0,0.09000000000000002
288,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-02,business outlook,http://www.loc.gov/resource/sn84026749/1930-07-02/ed-1/?sp=25,"It is esti mated that within 12 months this capacity will be expanded by 4,000,000 tons.",yes,general_business,improve,na,na,12,hedged,unclear,na,12,stated,improve,worsen,INDPRO,0.0,0.48999999999999994
294,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-08-18,business outlook,http://www.loc.gov/resource/sn84026749/1930-08-18/ed-1/?sp=20,"Con cerning this industry the bank reports an average sized crop of 10,920,000 boxes of Valencia oranges is expected this year and compared with the record-break ing harvest of 17,500,000 boxes in 1929.",yes,general_business,worsen,na,na,vague,hedged,expert,na,12,default_12,worsen,worsen,INDPRO,1.0,0.09000000000000002
296,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1929-12-06,business outlook,http://www.loc.gov/resource/sn83045462/1929-12-06/ed-1/?sp=43,"The holiday business is off to a good start, and tt is now generally believed that re tail trade will be up to normal expecta ams.",yes,general_business,improve,na,na,vague,hedged,unclear,na,12,default_12,improve,worsen,INDPRO,0.0,0.48999999999999994
300,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-07-19,business outlook,http://www.loc.gov/resource/sn83045462/1930-07-19/ed-1/?sp=3,BUSINESS OUTLOOK PLEASES AUTO MEN Leading Economists Quoted as Be lieving Depression at Its Limit.,yes,general_business,improve,na,na,vague,hedged,expert,na,12,default_12,improve,worsen,INDPRO,0.0,0.48999999999999994
