claim_id,episode,kind,publisher,state,date,search_term,page_url,quote,is_prediction,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name
154,1920 Depression,crisis,"the hayti herald (hayti, mo.) 1908-1922",missouri,1921-01-20,business depression,http://www.loc.gov/resource/sn89066651/1921-01-20/ed-1/?sp=3,"Unless we want to take the lowest price for cotton, next fall, this country has ever seen we must plan for the smallest crop since the civil war.",yes,prices,worsen,down,na,12,assertive,unclear,na
155,1920 Depression,crisis,"the washington herald (washington, d.c.) 1906-1939",district of columbia,1921-03-11,business depression,http://www.loc.gov/resource/sn83045433/1921-03-11/ed-1/?sp=7,An increase in the demand ing the period of the big bltumi- tor coal will probably be one of nous strike in October and Novem- the first definite Indications of the ber.,no,,,,,,,,
156,1920 Depression,crisis,"the presbyterian of the south : [combining the] southwestern presbyterian, central presbyterian, southern presbyterian (",georgia; virginia,1921-02-09,business depression,http://www.loc.gov/resource/10021978/1921-02-09/ed-1/?sp=2,That tbere is such a con dition no one will deny.,no,,,,,,,,
157,1920 Depression,crisis,"the presbyterian of the south : [combining the] southwestern presbyterian, central presbyterian, southern presbyterian (",georgia; virginia,1921-02-09,business depression,http://www.loc.gov/resource/10021978/1921-02-09/ed-1/?sp=2,There is difference of opinion as to the reason for this depression and also as to the length of time it will con tinue.,no,,,,,,,,
158,1920 Depression,crisis,"the presbyterian of the south : [combining the] southwestern presbyterian, central presbyterian, southern presbyterian (",georgia; virginia,1921-02-09,business depression,http://www.loc.gov/resource/10021978/1921-02-09/ed-1/?sp=2,An examination of these various pro posals will show that almost all of them have little or no value as a remedy for the existing business depression.,no,,,,,,,,
159,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-01-23,business depression,http://www.loc.gov/resource/sn83045774/1921-01-23/ed-1/?sp=24,"People will buy if they have money to buy with?end the world problem has never been to stimulate the need and desire for consumption, hut to produce In sufficient abundance what Is needed for consumption.",no,,,,,,,,
160,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-01-23,business depression,http://www.loc.gov/resource/sn83045774/1921-01-23/ed-1/?sp=24,"So I cannot concur in your statement that \""Obviously then the thrift program cannot help us out of the situation.\"" We who are advocating Thrift as a cure for our troubles cannot undertake to have cither labor or the hanks conduct themselves *to your liking, but we will gladly Join with you to Induce the hanks or labor to do that which Is best for our country as a whole, believing In this v.ill prosper more wilh n thoroughly wound oon*111Ion of the country throughout than by having route selfish advantage over others through what may prove a period of great business depression.",yes,general_business,improve,na,na,vague,hedged,unclear,na
161,1920 Depression,crisis,"the washington herald (washington, d.c.) 1906-1939",district of columbia,1920-12-14,business depression,http://www.loc.gov/resource/sn83045433/1920-12-14/ed-1/?sp=9,"This boat will be operated between Atlantic and PaclAc ports, through the canal.",no,,,,,,,,
162,1920 Depression,crisis,"the washington herald (washington, d.c.) 1906-1939",district of columbia,1920-12-14,business depression,http://www.loc.gov/resource/sn83045433/1920-12-14/ed-1/?sp=9,It has been predicted that this winter will see thousands of idle workers.,yes,employment,worsen,na,up,vague,hedged,unclear,na
163,1920 Depression,crisis,"the clovis news (clovis, n.m.) 1907-1929",new mexico,1921-03-10,business depression,http://www.loc.gov/resource/sn93061777/1921-03-10/ed-1/?sp=1,PAVING CONTRACT TO BE LET SATURDAY The city council will open paving bids Saturday night.,no,,,,,,,,
164,1920 Depression,crisis,"the evening herald (albuquerque, n.m.) 1914-1922",new mexico,1920-12-31,business outlook,http://www.loc.gov/resource/sn92070582/1920-12-31/ed-1/?sp=3,"And these assurances, in turn, make it possible for us, in every department, to further reduce our margins so that every patron, in whatever department, and in whatever pur chase, will feel in actual savings the definite results of our efforts.",no,,,,,,,,
165,1920 Depression,crisis,"the evening herald (albuquerque, n.m.) 1914-1922",new mexico,1920-12-31,business outlook,http://www.loc.gov/resource/sn92070582/1920-12-31/ed-1/?sp=3,We share none of the pessimism felt by some with regard to the business outlook in 1921.,yes,general_business,improve,na,na,vague,assertive,journalist,na
166,1920 Depression,crisis,"the evening herald (albuquerque, n.m.) 1914-1922",new mexico,1920-12-31,business outlook,http://www.loc.gov/resource/sn92070582/1920-12-31/ed-1/?sp=3,"i f We make no rash and glittering promises of enormous drops in prices during the coming year, because our Care ful analysis of trade conditions, industry and available stocks convinces us that no such further radical reduction will occur.",yes,prices,improve,stable,na,12,assertive,expert,na
167,1920 Depression,crisis,"the evening herald (albuquerque, n.m.) 1914-1922",new mexico,1920-12-31,business outlook,http://www.loc.gov/resource/sn92070582/1920-12-31/ed-1/?sp=3,Should any such further reductions in price take place you may rest assured that Rosenwald's will be found leading the way in meeting those prices.,no,,,,,,,,
168,1920 Depression,crisis,"the evening herald (albuquerque, n.m.) 1914-1922",new mexico,1920-12-31,business outlook,http://www.loc.gov/resource/sn92070582/1920-12-31/ed-1/?sp=3,"i In the meantime, firm in our faith in the business outlook, and equally firm in our confidence in the sound basit of our new policy of volume business and harrowed margins of profit, we have bought generously for 1921; every de partment has been served upon the basis of a notable in crease in the demands upon it, and the prices at which the merchandise will be offered, will insure that increase in the demands.",yes,general_business,improve,na,na,vague,assertive,journalist,na
169,1920 Depression,crisis,"the evening herald (albuquerque, n.m.) 1914-1922",new mexico,1920-12-31,business outlook,http://www.loc.gov/resource/sn92070582/1920-12-31/ed-1/?sp=3,",1 .t We heartily appreciate the splendid patronage you have given us during 1920 and we earnestly solicit its continuance during 1921, assuring you that no effort will be spared by us to justify your coriderice.r ROSENWALD'S I TTT ICi ill i 1 i r-r"",""height"":""19916"",""width"":""15896""}}",no,,,,,,,,
170,1920 Depression,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1920-08-25,business outlook,http://www.loc.gov/resource/sn84026749/1920-08-25/ed-1/?sp=3,"25-Inherently, the AMeriosa business outlook is sound., but the next six years cannot be so bounteously prosperous as the Past six-which were inflated, owing to unusual war conditions-and un less the American people curtail luxu rious extravagances, there will be dif scultles ahead.",yes,general_business,worsen,na,na,72,assertive,unclear,na
171,1920 Depression,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1920-08-25,business outlook,http://www.loc.gov/resource/sn84026749/1920-08-25/ed-1/?sp=3,"Vanderlip, one of the foremost financiers in America, who discussed for the International News Service the business outlook of this nation from a broad standpoint.",no,,,,,,,,
172,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1920-12-08,business outlook,http://www.loc.gov/resource/sn89075140/1920-12-08/ed-1/?sp=3,"I in a side street.\u201d I want to talk matters I have a cab waiting \u201cWhy, sir, has anything special happened?\u201d TO BE CONTINUED I The Business Outlook IMMEDIATE OUTLOOK CONTINUES DEPRESSING AS BUYERS AWAIT FURTHER AND MORE DRAS TIC PRICE REDUCTIONS AT RETAIL\u2014DEMAND ACCUMULATES (Business Feature Service.) The depressing.",yes,general_business,worsen,down,na,vague,assertive,journalist,na
173,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1920-12-08,business outlook,http://www.loc.gov/resource/sn89075140/1920-12-08/ed-1/?sp=3,p business outlook is (\u2018ollect ions slow.,no,,,,,,,,
174,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1921-01-19,business outlook,http://www.loc.gov/resource/sn89075140/1921-01-19/ed-1/?sp=7,"Worth $10 m \u2014MoYert AN EIGHTH ART\u2014Combining Drama, Painting, Poetry Music A THRILLING PRODUCTION\u2014Embodying The Famous Dramatic Story of the same Title, accom panied by a selected Orchestra of 30 Symphony Players flmiiia to oast of production and tronbound i c oontraatm, \u201cWay Down Eaet\u201d will now bo pro montod anywhere oxoopt at Flrat-Claom Theatre Prieom.",no,,,,,,,,
175,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1921-01-19,business outlook,http://www.loc.gov/resource/sn89075140/1921-01-19/ed-1/?sp=7,The Business Outlook MORE FACTORIES REOPEN\u2014COMMENT OPTIMIS TIC NEW YORK SHOW FORETELLS REVIVAL IN THE AUTOMOBILE INDUSTRY.,yes,general_business,improve,na,na,vague,assertive,journalist,na
176,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1921-01-19,business outlook,http://www.loc.gov/resource/sn89075140/1921-01-19/ed-1/?sp=7,"Current comment on the business outlook is optimistic, and is typified by Senator Harding\u2019s comforting as surances.",yes,general_business,improve,na,na,vague,assertive,official,Senator Harding
177,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1920-09-29,business outlook,http://www.loc.gov/resource/sn89075140/1920-09-29/ed-1/?sp=2,"The Business Outlook LEADERS MAKE REASSURING COMMENT, NOT WITHSTANDING REPORTED LAY-OFFS\u2014FORD SPEEDS DEFLATION\u2014COAL OUTLOOK HOPE FUL.",yes,general_business,improve,na,na,vague,assertive,expert,na
178,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1920-09-29,business outlook,http://www.loc.gov/resource/sn89075140/1920-09-29/ed-1/?sp=2,"business leaders comment hopefully upon the outlook, Governor Harding, forsees \""a broad demand, which will probably extend for a period of years, for the products of our basic indus 11 ies.\"" Fidelity The survey published by the and Deposit t\u2019o.",yes,general_business,improve,na,na,vague,hedged,official,Governor Harding
179,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1920-09-29,business outlook,http://www.loc.gov/resource/sn89075140/1920-09-29/ed-1/?sp=2,"that the \""country is on a sound economic basis and then1 is generally a spirit of contidence in the future, regardless of the outcome of the eled lion\"" Tle business outlook appears to be good in every section.",yes,general_business,improve,na,na,vague,assertive,unclear,na
180,1920 Depression,crisis,"the mt. sterling advocate (mt. sterling, ky.) 1890-current",kentucky,1920-12-21,business outlook,http://www.loc.gov/resource/sn86069675/1920-12-21/ed-1/?sp=3,m 4 2 V tfsr Y i Pdrbes Analyzes Business Outlook By B.,no,,,,,,,,
181,1920 Depression,crisis,"the mt. sterling advocate (mt. sterling, ky.) 1890-current",kentucky,1920-12-21,business outlook,http://www.loc.gov/resource/sn86069675/1920-12-21/ed-1/?sp=3,"Our agricultural, manufacturing and mineral products 'and th'o facilities for utilizing all of them to the best ndvantngo aro rap idly increasing and, on the average, have renched a now high point.\"" In expressing great confidence in tho general business outlook, Judge Gary ndded: \""Wo have renson to beliovo that herenftef thero will be close co operation between business and the governmental authorities.",yes,general_business,improve,na,na,vague,hedged,expert,Judge Gary
182,1920 Depression,crisis,"the mt. sterling advocate (mt. sterling, ky.) 1890-current",kentucky,1920-12-21,business outlook,http://www.loc.gov/resource/sn86069675/1920-12-21/ed-1/?sp=3,"Indeed, nt no time in tho history of this coun try hns tho outlook in this respect been better.",yes,general_business,improve,na,na,vague,assertive,journalist,na
183,1920 Depression,crisis,"the mt. sterling advocate (mt. sterling, ky.) 1890-current",kentucky,1920-12-21,business outlook,http://www.loc.gov/resource/sn86069675/1920-12-21/ed-1/?sp=3,"1 goes without say ing thnt grcnt progress and pros perity in this country will bo of de cided and continuing benefit to all other countries.\"" Rend this pointed forecast pre pared for \""Forbes\"" by tho well known banking nnd brokorngo firm, Ilornblowor .Weeks: \""Indulging in tho gratuitous folly of prophcoy, we beliovo that tho current 'industrial depression will end in February, nnd while wo feel that no sustained up ward movement in securities can come back boforo then, wo believe tho general love!",yes,general_business,improve,na,na,2,hedged,expert,Hornblower Weeks
184,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1921-03-16,business outlook,http://www.loc.gov/resource/sn89075140/1921-03-16/ed-1/?sp=7,TO HB CONTINUED The Business Outlook FOREIGN SITUATION AND WAGE DEADLOCK CLOUD BUSINESS OUTLOOK \u2014SLOW IM PROVEMENT ANTICIPATED.,yes,general_business,improve,na,na,vague,hedged,unclear,na
185,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1921-03-16,business outlook,http://www.loc.gov/resource/sn89075140/1921-03-16/ed-1/?sp=7,"The stubborn resistance of Ger many to Allied pressure and tho wid ening controversy between employers and employes over wage reductions, threatening to produce strikes, darken the immediate outlook and obstruct the path of readjustment and the re turn of business to a normal footing.",yes,general_business,worsen,na,na,vague,hedged,journalist,na
186,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1921-03-16,business outlook,http://www.loc.gov/resource/sn89075140/1921-03-16/ed-1/?sp=7,The country's export trade will suffer If German\u2019s resistance is prolonged and plans for liberal extension of credit on a basis of indemnity pay ments will go awry.,yes,general_business,worsen,na,na,vague,hedged,unclear,na
187,1920 Depression,crisis,"the chickasha daily express (chickasha, indian territory [okla.]) 1899-current",oklahoma,1920-11-19,business outlook,http://www.loc.gov/resource/sn86090528/1920-11-19/ed-1/?sp=7,IJabson takes an optimistic view of the business outlook in this country and he gives reasons for his faith in the future prosper it y of the nation.,yes,general_business,improve,na,na,vague,assertive,expert,Babson
188,1920 Depression,crisis,"the chickasha daily express (chickasha, indian territory [okla.]) 1899-current",oklahoma,1920-11-19,business outlook,http://www.loc.gov/resource/sn86090528/1920-11-19/ed-1/?sp=7,liabson points out the following facts: As'-the result of the coming of national prohibition two and one half billion dollars previously wasted in this industry yearly is now available for business projects that are more useful and more likely to.,yes,general_business,improve,na,na,vague,hedged,expert,Liabson
189,1920 Depression,crisis,"the chickasha daily express (chickasha, indian territory [okla.]) 1899-current",oklahoma,1920-11-19,business outlook,http://www.loc.gov/resource/sn86090528/1920-11-19/ed-1/?sp=7,The argument that the falling off of our foreign trade will!,no,,,,,,,,
190,1920 Depression,crisis,"the chickasha daily express (chickasha, indian territory [okla.]) 1899-current",oklahoma,1920-11-19,business outlook,http://www.loc.gov/resource/sn86090528/1920-11-19/ed-1/?sp=7,"prove ruinous is ill-founded, for such trade only constitutes 5 per cent of the total,' What little stoppage it will cause in this field, therefore, is of little or no consequence and will have no noticeable effect on the general business outlook.",yes,general_business,improve,na,na,vague,assertive,unclear,na
191,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-03-07,business outlook,http://www.loc.gov/resource/sn83045774/1921-03-07/ed-1/?sp=14,An Improving International business outlook Is reported by H.,yes,general_business,improve,na,na,vague,hedged,expert,H
192,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-03-07,business outlook,http://www.loc.gov/resource/sn83045774/1921-03-07/ed-1/?sp=14,"This, in Itself 1s the best an swer we can give as to our opinion on the business outlook.\"" SALES OF SECURITIES IN THE NEW YORK CURB MARKET WEEK EXDED MARCH 5, 1921.",no,,,,,,,,
193,1920 Depression,crisis,"capital journal (salem, or.) 1919-1980",oregon,1920-11-20,business outlook,http://www.loc.gov/resource/sn90066132/1920-11-20/ed-1/?sp=10,"urexoa Cites Ten Reasons Why Business Outlook In United States Favorable To Continued Prosperity Wellesley, Mam., Nov.",yes,general_business,improve,na,na,vague,assertive,expert,urexoa
194,1920 Depression,crisis,"capital journal (salem, or.) 1919-1980",oregon,1920-11-20,business outlook,http://www.loc.gov/resource/sn90066132/1920-11-20/ed-1/?sp=10,This profession has; of the future of industries m gen- easons why the business outlook to the United States Is favorable And why business men should as i ifiumc a more optimistic attitude r given by Roger W.,yes,general_business,improve,na,na,vague,assertive,expert,Roger W.
195,1920 Depression,crisis,"the holbrook news (holbrook, navajo county [ariz.]) 1909-1923",arizona,1920-07-30,business outlook,http://www.loc.gov/resource/sn95060791/1920-07-30/ed-1/?sp=2,the nortals of America in New York harbor- and will be there with her resplendent rays beckoning i ti..,no,,,,,,,,
196,1920 Depression,crisis,"the holbrook news (holbrook, navajo county [ariz.]) 1909-1923",arizona,1920-07-30,business outlook,http://www.loc.gov/resource/sn95060791/1920-07-30/ed-1/?sp=2,TTE BUSINESS OUTLOOK The biggest factor in the business outlook at any eiven moment is the subtle factor called conhdence.,no,,,,,,,,
197,1920 Depression,crisis,"the indian leader (lawrence, kan.) 1897-????",kansas,1920-09-24,business outlook,http://www.loc.gov/resource/ca06001655/1920-09-24/ed-1/?sp=13,4 6 The business outlook appears to be good in every section.,yes,general_business,improve,na,na,vague,hedged,journalist,na
198,1920 Depression,crisis,"the idaho republican (blackfoot, idaho) 1904-1932",idaho,1920-11-24,business outlook,http://www.loc.gov/resource/sn86091197/1920-11-24/ed-1/?sp=6,"BUSINESS ON FIRM BASIS SAYS EXPERT Gives Ten Reasons Why Business Outlook Is Good WELLESLEY, Mass.-\u00bb-Ten rea sons why the business outlook in the United States is favorable and why business men should assume a more optimistic attitude are given by Rog er W.",yes,general_business,improve,na,na,vague,assertive,expert,Roger W.
199,1920 Depression,crisis,"the idaho republican (blackfoot, idaho) 1904-1932",idaho,1920-11-24,business outlook,http://www.loc.gov/resource/sn86091197/1920-11-24/ed-1/?sp=6,"\""Fifth, that the argument that the falling off of our foreign trade will prove ruinous is ill-founded, for such trade only constitutes 5 per cent of the total.",yes,general_business,improve,na,na,vague,assertive,unclear,na
200,1920 Depression,crisis,"the idaho republican (blackfoot, idaho) 1904-1932",idaho,1920-11-24,business outlook,http://www.loc.gov/resource/sn86091197/1920-11-24/ed-1/?sp=6,"What little stoppage there may be in this field, therefore, is of little or no consequence and will have no noticeable effect on the general business outlook.",yes,general_business,improve,na,na,vague,assertive,unclear,na
201,1920 Depression,crisis,"the abbeville press and banner (abbeville, s.c.) 1869-1924",south carolina,1921-01-03,business outlook,http://www.loc.gov/resource/sn84026853/1921-01-03/ed-1/?sp=4,I BUSINESS OUTLOOK FINE SAYS PRESIDENT STANDARD OIL CO.,yes,general_business,improve,na,na,vague,assertive,expert,na
202,1920 Depression,crisis,"the abbeville press and banner (abbeville, s.c.) 1869-1924",south carolina,1921-01-03,business outlook,http://www.loc.gov/resource/sn84026853/1921-01-03/ed-1/?sp=4,Teagle Forecast# an Early Wave of Buying if All Pull Together?,yes,general_business,improve,na,na,vague,hedged,expert,Teagle
203,1920 Depression,crisis,"the abbeville press and banner (abbeville, s.c.) 1869-1924",south carolina,1921-01-03,business outlook,http://www.loc.gov/resource/sn84026853/1921-01-03/ed-1/?sp=4,"1.?\""What's the outlook for business?\"" The question was put to Walter C Teagle, president of the Standard Oil Co.",no,,,,,,,,
204,1920 Depression,crisis,"the abbeville press and banner (abbeville, s.c.) 1869-1924",south carolina,1921-01-03,business outlook,http://www.loc.gov/resource/sn84026853/1921-01-03/ed-1/?sp=4,"\""Good!\"" \""When will business start to pick up?\"" \""Soon?if we all stick to our tasks and pull together.^ \""What can the people, as a whole do to speed up the return of business to normal?.\"" \""Think of optimism, talk optimism act optimism.\"" 1 \""Just how will the end of the pres ent depression manifest itself?\"" \""By a great wave of buying.",yes,general_business,improve,na,na,vague,hedged,unclear,na
205,1920 Depression,crisis,"the abbeville press and banner (abbeville, s.c.) 1869-1924",south carolina,1921-01-03,business outlook,http://www.loc.gov/resource/sn84026853/1921-01-03/ed-1/?sp=4,"It simply is hesitating about investing.\"" \""Why?!' \""'Purchasers always are conserva tive about buying in a falling mar ket.\"" I \""What will be the general effect of today's condition on America's future business outlook?\"" \""Americdn business is on too firm a foundation to be disioagea oy tne storm we're passing through.\"" \""Just what will the world trade, for which this country is, reaching out, mean to us?",yes,general_business,improve,na,na,vague,assertive,expert,na
206,1920 Depression,crisis,"the abbeville press and banner (abbeville, s.c.) 1869-1924",south carolina,1921-01-03,business outlook,http://www.loc.gov/resource/sn84026853/1921-01-03/ed-1/?sp=4,"And upon commerce rests the responsibility not only for the continuance of our national pros perity and welfare, but for the devel opment and maintenance of beneficial international relations.\"" \""What bearing will this have on peace or war in the future?",no,,,,,,,,
207,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-01-21,business outlook,http://www.loc.gov/resource/sn83045774/1921-01-21/ed-1/?sp=15,Johnston Seo* 1 ni-; proved Business Outlook All Over f'oHntry.,yes,general_business,improve,na,na,vague,assertive,expert,Johnston
208,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-01-21,business outlook,http://www.loc.gov/resource/sn83045774/1921-01-21/ed-1/?sp=15,A note of optimism regarding the general business outlook was sounded by Percy H.,yes,general_business,improve,na,na,vague,hedged,expert,Percy H.
209,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-01-09,business outlook,http://www.loc.gov/resource/sn83045774/1921-01-09/ed-1/?sp=84,"Taking th< figures as a basis of comparison, a believing that as conditions ahroad> I prove our foreign neighbors will wi more and more ears, there seems evt likelihood that the demand will so crease that there will he a market an automobile to every hundred p< sons, <fr 15,000,0no passenger cars.",yes,markets,improve,na,na,vague,hedged,unclear,na
210,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-01-09,business outlook,http://www.loc.gov/resource/sn83045774/1921-01-09/ed-1/?sp=84,"few years on the export demand aloi Thus the whole world and not 1 Tnlted States alone Is the market I the American automobile manufactur V NEW YORK HERALD, 5 cloASH HAS HIGH HOPES FOR 192) Well Known Manufacturer Discusses General Business Outlook for Year.",no,,,,,,,,
211,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-01-09,business outlook,http://www.loc.gov/resource/sn83045774/1921-01-09/ed-1/?sp=84,"\""In short, my confidence In the Amer lean nusiness man, oaeKea as ne is Dy the nation's wealth, leads me to be most hopeful over the business outlook for the future.",yes,general_business,improve,na,na,vague,assertive,expert,na
212,1920 Depression,crisis,"the indian leader (lawrence, kan.) 1897-????",kansas,1920-10-29,business outlook,http://www.loc.gov/resource/ca06001655/1920-10-29/ed-1/?sp=26,"FOR THOSE WHO STUDY Headlines of the Week.\u2014October 20.\u2014Will Talk Over Britain\u2019s Strike; Negotiations Proceeding toward Settle ment; Still After Draft Evaders in United States; King of Greece Reported Dead; Rumors of New Strikes Cause Fear in England; Polish Troops Occupy Minsk Against Orders; Cox Will Ask Name of French Spokesman; Four Army Planes Finish 9,000-Mile Flight.",no,,,,,,,,
213,1920 Depression,crisis,"the indian leader (lawrence, kan.) 1897-????",kansas,1920-10-29,business outlook,http://www.loc.gov/resource/ca06001655/1920-10-29/ed-1/?sp=26,"October 22\u2014German miners Encourage British Strikers; Business Outlook Unusually Bright, Says Gary, Steel Head; Shoe Prices Lower; Still No Man\u2019s Feed MacSwiney; Reed Takes Stand in Land\u201d; Man Without Political Party; Tie-up May Force Return to War Status in Britain; Colby to Reply to Root Wet\u201d; Wheat on Covenant; British Columbia Voted Again Goes Over $2; Harding Returned to Marion; Nominee Closes Campaign Except for a Few Ohio Speeches.",yes,general_business,improve,na,na,vague,assertive,expert,Gary
214,1920 Depression,crisis,"the indian leader (lawrence, kan.) 1897-????",kansas,1920-10-29,business outlook,http://www.loc.gov/resource/ca06001655/1920-10-29/ed-1/?sp=26,October 23.\u2014Panic in Lithuania; \u201cIndependent\u201d Forces Threaten Kovno; President Will Make Another League Appeal; Will Speak to Delegation of Pro-League Repub licans; Cox Again Enters New York; Campaign Expenses Filed in Congress; King Alexander\u2019s Condition Serious; Cox Would Modify Taxation; Harding Would Foster Industries; G.,no,,,,,,,,
215,1920 Depression,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1920-12-31,business outlook,http://www.loc.gov/resource/sn84026749/1920-12-31/ed-1/?sp=1,"31I.-- Thil is the 1921 business outlook am seen by prominent New York bankers: \""The turn of the tide In deelin Ing prices and liquidation in very near.",yes,prices,improve,up,na,vague,assertive,expert,na
216,1920 Depression,crisis,"albuquerque morning journal (albuquerque, n.m.) 1903-1926",new mexico,1921-01-01,business outlook,http://www.loc.gov/resource/sn84031081/1921-01-01/ed-1/?sp=10,"And these assurances, in turn, make it possible for us, in every department, to further reduce our margins so that every patron, in whatever department, and io what ever purchase, will feel In actual savings the def inite results of our efforts.",no,,,,,,,,
217,1920 Depression,crisis,"albuquerque morning journal (albuquerque, n.m.) 1903-1926",new mexico,1921-01-01,business outlook,http://www.loc.gov/resource/sn84031081/1921-01-01/ed-1/?sp=10,"j, We share none of the pessimism felt by some with regard to the business outlook in 1921.",yes,general_business,improve,na,na,12,assertive,journalist,na
218,1920 Depression,crisis,"albuquerque morning journal (albuquerque, n.m.) 1903-1926",new mexico,1921-01-01,business outlook,http://www.loc.gov/resource/sn84031081/1921-01-01/ed-1/?sp=10,"We make no rash and glittering promises of enor mous drops in prices during the coming year, be cause our careful analysis of trade conditions, in dustry and available stocks convinces us that no such further radical reductions will occur.",yes,prices,improve,stable,na,12,assertive,journalist,na
219,1920 Depression,crisis,"albuquerque morning journal (albuquerque, n.m.) 1903-1926",new mexico,1921-01-01,business outlook,http://www.loc.gov/resource/sn84031081/1921-01-01/ed-1/?sp=10,Should any such further reductions in prices take place you may rest assured that Rosenwald's will be found leading the way in meeting those prices.,no,,,,,,,,
220,1920 Depression,crisis,"albuquerque morning journal (albuquerque, n.m.) 1903-1926",new mexico,1921-01-01,business outlook,http://www.loc.gov/resource/sn84031081/1921-01-01/ed-1/?sp=10,"In the meantime, firm in our faith in the business outlook, and equally firm in our confidence in the sound basis of our new policy of volume of business and narrowed margins of profit, we have bought generously for 1921; every department has-been served upon the basis of a noatble increase in the demands upon it, and the prices at which the mer chandise will be offered, will insure that increase in the demands.",yes,general_business,improve,na,na,12,assertive,journalist,na
221,1920 Depression,crisis,"albuquerque morning journal (albuquerque, n.m.) 1903-1926",new mexico,1921-01-01,business outlook,http://www.loc.gov/resource/sn84031081/1921-01-01/ed-1/?sp=10,"Therefore, in extending to you our New Year's Greetings, we extend to you also an assurance of increased service in every department of this store, which we are prepared to demonstrate to you as an effort making for your comfort, convenience and economy; and hence, for your greater happiness and prosperity, i We heartily appreciate the splendid patronage you have given us during 1920 and we earnestly solicit its continuance during 192 1, assuring you that no effort will be a.",no,,,,,,,,
222,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1920-06-30,business outlook,http://www.loc.gov/resource/sn89075140/1920-06-30/ed-1/?sp=3,"{""/service/ndnp/ohi/batch_ohi_kingsley_ver01/data/sn89075140/0041566591A/1920063001/0845.xml"":{""full_text"":""Business Outlook Uncertainty pervades the world of busines sand is reflected in the stock market\u2014uncertainty as to the credit outlook, the labor situation, the con gestion of traffic, and the general price trend.",no,,,,,,,,
223,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1920-06-30,business outlook,http://www.loc.gov/resource/sn89075140/1920-06-30/ed-1/?sp=3,"Until this uncertainty is dissipated, at least in part, business will lack confidence.",yes,general_business,worsen,na,na,vague,assertive,unclear,na
224,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1920-06-30,business outlook,http://www.loc.gov/resource/sn89075140/1920-06-30/ed-1/?sp=3,The return of true prosperity will be postponed.,yes,general_business,worsen,na,na,vague,assertive,unclear,na
225,1920 Depression,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1921-01-05,business outlook,http://www.loc.gov/resource/sn89075140/1921-01-05/ed-1/?sp=7,"{""/service/ndnp/ohi/batch_ohi_kingsley_ver01/data/sn89075140/0041566591A/1921010501/1050.xml"":{""full_text"":""The Business Outlook NEW YEAR BRINGS UNCERTAIN OUTLOOK AND NUMEROUS CROSS CURRENTS LIQUIDA TION OF STOCKS AT RETAIL PROGRESSES.",no,,,,,,,,
226,1920 Depression,crisis,"ladysmith news-budget (ladysmith, rusk county, wis.) 1907-1927",wisconsin,1921-03-18,business outlook,http://www.loc.gov/resource/sn85040245/1921-03-18/ed-1/?sp=6,The hack room and upstairs will he repaired and the whole building will lx* painted outside and inside.,no,,,,,,,,
227,1920 Depression,crisis,"ladysmith news-budget (ladysmith, rusk county, wis.) 1907-1927",wisconsin,1921-03-18,business outlook,http://www.loc.gov/resource/sn85040245/1921-03-18/ed-1/?sp=6,"Bragdon, Sr., will also go into the coal business in May.",no,,,,,,,,
