claim_id,episode,kind,publisher,state,date,search_term,page_url,quote
282,1920 Depression,crisis,"the cordova daily times (cordova, alaska) 1914-1947",alaska,1920-10-14,return of prosperity,http://www.loc.gov/resource/sn86072239/1920-10-14/ed-1/?sp=4,It is coming slowly but sutjelj.\u2014Alaska E|is natch.
283,1920 Depression,crisis,"the cordova daily times (cordova, alaska) 1914-1947",alaska,1920-12-24,return of prosperity,http://www.loc.gov/resource/sn86072239/1920-12-24/ed-1/?sp=11,"24 (by Asso ciated Press).\u2014Encouraging reports have been received here from tha states of Sonora and Sinaloa, where a return of prosperity is noted by the announcement that these states expect to export 15,000 carloads of agricultural products to the United States within the next few months."
284,1920 Depression,crisis,"the cordova daily times (cordova, alaska) 1914-1947",alaska,1920-12-24,return of prosperity,http://www.loc.gov/resource/sn86072239/1920-12-24/ed-1/?sp=11,"It is said that the state of Sinaloa will have at least 2,000 tons of re fined sugar available for export."
285,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-02,business outlook,http://www.loc.gov/resource/sn84026749/1930-07-02/ed-1/?sp=25,"Therefore, it is to be expected that the selling that appeared in the market yesterday afternoon will continue up to tomorrow\u2019s close."
286,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-02,business outlook,http://www.loc.gov/resource/sn84026749/1930-07-02/ed-1/?sp=25,"Short-lived rallies may come and go today and tomorrow, but in general I think operators will lighten their commitments for the weekend."
287,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-02,business outlook,http://www.loc.gov/resource/sn84026749/1930-07-02/ed-1/?sp=25,"Certainly there can be no incentive toward bullish operations, with the market closing and the business outlook uncertain."
288,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-02,business outlook,http://www.loc.gov/resource/sn84026749/1930-07-02/ed-1/?sp=25,"It is esti mated that within 12 months this capacity will be expanded by 4,000,000 tons."
289,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-02,business outlook,http://www.loc.gov/resource/sn84026749/1930-07-02/ed-1/?sp=25,In embarking upon such an expansion program when thd business outlook is un certain the steel industry is fol lowing a policy it has observed in previous periods of depression.
290,1929 Crash,crisis,"the redwood gazette (redwood falls, minn.) 1873-1940",minnesota,1930-04-09,business outlook,http://www.loc.gov/resource/sn85025570/1930-04-09/ed-1/?sp=2,"So, while it is interesting to know that we have an additional member of our solar system, its presence will have little effect upon practical affairs."
291,1929 Crash,crisis,"the redwood gazette (redwood falls, minn.) 1873-1940",minnesota,1930-04-09,business outlook,http://www.loc.gov/resource/sn85025570/1930-04-09/ed-1/?sp=2,o*o The Business Outlook I EVER since the stock market crash last fall many conflicting opinions have been expressed concern ing the business outlook for 1930.
292,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-08-18,business outlook,http://www.loc.gov/resource/sn84026749/1930-08-18/ed-1/?sp=20,"18 Retail trade in California so far '.this year has fared better than in the nation as a whole, accord ing to the current issue of the Business Outlook released today by the Wells Fargo Bank and Union Trust Company."
293,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-08-18,business outlook,http://www.loc.gov/resource/sn84026749/1930-08-18/ed-1/?sp=20,"In this con nection, the Business Outlook says: \u201cLife insurance business in the State continues to show marked improvement over even last year\u2019s record totals; June sales were 17 per cent greater than in June, 1929, bringing the first half of this year 11 per cent ahead of a year ago."
294,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-08-18,business outlook,http://www.loc.gov/resource/sn84026749/1930-08-18/ed-1/?sp=20,"Con cerning this industry the bank reports an average sized crop of 10,920,000 boxes of Valencia oranges is expected this year and compared with the record-break ing harvest of 17,500,000 boxes in 1929."
295,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1929-12-06,business outlook,http://www.loc.gov/resource/sn83045462/1929-12-06/ed-1/?sp=43,"\""During the past week reports Indi cate that many lines of merchandise have shown substantial increases In sales, resulting from cold weather and also due in part to more general con fidence in the business outlook."
296,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1929-12-06,business outlook,http://www.loc.gov/resource/sn83045462/1929-12-06/ed-1/?sp=43,"The holiday business is off to a good start, and tt is now generally believed that re tail trade will be up to normal expecta ams."
297,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-10,business outlook,http://www.loc.gov/resource/sn83045462/1930-11-10/ed-1/?sp=14,"The past month has materially im proved the business outlook, but the gains have not been so much on the surface as beneath it."
298,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-10,business outlook,http://www.loc.gov/resource/sn83045462/1930-11-10/ed-1/?sp=14,"One of the most encouraging developments at the present time is that basic com modities are beginning to move in both domestic and foreign trade and prices have become more stabilized, proving that the users of raw materials hav\u00bb confidence both in the business outlook and in the price level."
299,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-10,business outlook,http://www.loc.gov/resource/sn83045462/1930-11-10/ed-1/?sp=14,"It will be recalled that the textile Industries led the way in the business recovery after the 1921 depres sion, which causes current developments to be followed with more than usual interest."
300,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-07-19,business outlook,http://www.loc.gov/resource/sn83045462/1930-07-19/ed-1/?sp=3,BUSINESS OUTLOOK PLEASES AUTO MEN Leading Economists Quoted as Be lieving Depression at Its Limit.
301,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-07-19,business outlook,http://www.loc.gov/resource/sn83045462/1930-07-19/ed-1/?sp=3,"in session here Thursday, ex pressed themselves as enthusiastic over the business outlook for the next six months."
302,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-04-08,business outlook,http://www.loc.gov/resource/sn84026749/1930-04-08/ed-1/?sp=11,"His vteit here as the guest of the local club came at an oppor tune time, according to officers of the organization, in view of the present business outlook."
303,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-04-08,business outlook,http://www.loc.gov/resource/sn84026749/1930-04-08/ed-1/?sp=11,His talk will be on Fashion.\u201d but will nbt follow any particular line of business but rather be a cross section of conditions in business as a whole.
304,1929 Crash,crisis,"the washington daily news (washington, d.c.) 1921-1972",district of columbia,1929-11-19,business outlook,http://www.loc.gov/resource/sn82016181/1929-11-19/ed-1/?sp=1,CROW 1.1 Y New York Central Rail Leaders Agree on Expansion Plan to Bolster Business Eastern Heads Who Met With Hoover Promise to Place Pro gram Before Chicago Meet Heads of practically all importan eastern railroads today pledged per sonally to President Hoove r to go ahead with their full construction and expansion programs without re gard to stock market conditions.
305,1929 Crash,crisis,"the washington daily news (washington, d.c.) 1921-1972",district of columbia,1929-11-19,business outlook,http://www.loc.gov/resource/sn82016181/1929-11-19/ed-1/?sp=1,This was the first major develop ment in President Hoover\u2019s effort to stimulate confidence in the immedi ate business outlook.
306,1929 Crash,crisis,"the washington daily news (washington, d.c.) 1921-1972",district of columbia,1929-11-19,business outlook,http://www.loc.gov/resource/sn82016181/1929-11-19/ed-1/?sp=1,"Kailroads are among the heaviest buyers of steel and their pledge to go ahead with their orders insures work for steel mills, shops, and thousands of em ployes."
307,1929 Crash,crisis,"the washington daily news (washington, d.c.) 1921-1972",district of columbia,1929-11-19,business outlook,http://www.loc.gov/resource/sn82016181/1929-11-19/ed-1/?sp=1,"Reserve Board Meeting Meantime, the Federal Reserve Board was in session with its ad visory council of bankers from all parts of the country who will confer with President Hoover this after noon in the second of the series of heart-to-heart talks with business groups which Hoover has scheduled."
308,1929 Crash,crisis,"peninsula enterprise (accomac, va.) 1881-1965",virginia,1930-03-01,business outlook,http://www.loc.gov/resource/sn94060041/1930-03-01/ed-1/?sp=13,Certain advance trends even now serve to indicate the price prospects of the coming season.
309,1929 Crash,crisis,"peninsula enterprise (accomac, va.) 1881-1965",virginia,1930-03-01,business outlook,http://www.loc.gov/resource/sn94060041/1930-03-01/ed-1/?sp=13,"Perhaps the greatest of all is The Acreage That Is Planted, then a second thing of the utmost importance is The Purchasing Power of the Consumer the so-called business outlook."
310,1929 Crash,crisis,"peninsula enterprise (accomac, va.) 1881-1965",virginia,1930-03-01,business outlook,http://www.loc.gov/resource/sn94060041/1930-03-01/ed-1/?sp=13,"Norfolk will grow 1,000,000 barrels of Spring tubers if they can get the seed and guano on credit.\u201d Such items are disturbing when we consider the business outlook and its effects on demand, especially as judged by present prices."
311,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-12-28,business outlook,http://www.loc.gov/resource/sn83045462/1930-12-28/ed-1/?sp=51,Crawford will open his program with selections from \u201cCaval leria Rusticana\u201d and follow with a med ley of popular songs.
312,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-12-28,business outlook,http://www.loc.gov/resource/sn83045462/1930-12-28/ed-1/?sp=51,"Julius Klein, Assistant Secretary of Commerce, who recently returned from a trip to Europe, will discuss the European business outlook in his return to the microphone at 8 o\u2019clock."
313,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-12-28,business outlook,http://www.loc.gov/resource/sn83045462/1930-12-28/ed-1/?sp=51,WOL will broadcast the morning service of the First Congregational Church.
314,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-12-28,business outlook,http://www.loc.gov/resource/sn83045462/1930-12-28/ed-1/?sp=51,"B:ol\u2014\u201cEuropean Business Outlook,\u201d by Dr."
315,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-21,business outlook,http://www.loc.gov/resource/sn83045462/1930-10-21/ed-1/?sp=31,Invariably President Hoover\u2019s callers who discuss business conditions with him make optimistic predictions and otherwise give as rosy a picture as pos sible.
316,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-21,business outlook,http://www.loc.gov/resource/sn83045462/1930-10-21/ed-1/?sp=31,"Ind., dis cussed conditions with him yesterday he told the President that the business outlook In his State was anything but bright, that the depression was about three more years to run and that there is too much propaganda about good times coming soon."
317,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1929-12-18,business outlook,http://www.loc.gov/resource/sn84026749/1929-12-18/ed-1/?sp=20,Outlook Good Sawyer was optimistic over the business outlook for next year.
318,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1929-12-18,business outlook,http://www.loc.gov/resource/sn84026749/1929-12-18/ed-1/?sp=20,"In addressing the dealers, ho said: \u201cIn approaching our sales pro gram for next year, we have every reason to believe that 1930 will be a good year for business."
319,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-05-10,business outlook,http://www.loc.gov/resource/sn83045462/1930-05-10/ed-1/?sp=5,"Block, t chairman of Inland Steel, both ex -1 pressed favorable views regarding the business outlook."
320,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-05-10,business outlook,http://www.loc.gov/resource/sn83045462/1930-05-10/ed-1/?sp=5,"Verity, chairman of the American Rolling Mills Co., predicted a \""conservatively active year.\u201d f DIES OF HIS INJURIES James 0."
321,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-09-28,business outlook,http://www.loc.gov/resource/sn83045462/1930-09-28/ed-1/?sp=65,Sweeping changes In banking trends and meth ods will be discussed.
322,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-09-28,business outlook,http://www.loc.gov/resource/sn83045462/1930-09-28/ed-1/?sp=65,Bankers expect the President will delve Into the very latest developments in the national business outlook and prob ably present valuable Government in formation Intended to show that busi ness has really turned the comer.
323,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-09-28,business outlook,http://www.loc.gov/resource/sn83045462/1930-09-28/ed-1/?sp=65,Lonsdale will pre aide at the general sessions.
324,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-09-28,business outlook,http://www.loc.gov/resource/sn83045462/1930-09-28/ed-1/?sp=65,"The na tional bank, trust company, savings bank, clearing house and many other \u25a0actions will also hold important group meetings, at which their particular problems will be considered."
325,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-09-28,business outlook,http://www.loc.gov/resource/sn83045462/1930-09-28/ed-1/?sp=65,FOREIGN BUSINESS OUTLOOK DECLARED SOMEWHAT BETTER Uncertainty Ovef* German Situation and Weak Com modity Prices Still Prevail.
326,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-12-18,business outlook,http://www.loc.gov/resource/sn83045462/1930-12-18/ed-1/?sp=12,"December 18\u2014Horn blower Weeks in their December In vestment Review state that they are \""optimistic as to the probability of a moderate improvement in business early in the new year which may quite possibly be stimulated by increased activity in the automobile industry, a most important factor in the present situation.\"" They add, \""We maintain a constructive attitude toward high-grade equities, particularly from the longer term outlook.\u201d As to the bond market they emphasize that the recent course of bond prices clearly reflects the nervousness attend ant on the business outlook."
327,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-05-23,business outlook,http://www.loc.gov/resource/sn84026749/1930-05-23/ed-1/?sp=40,"But people will read about it where they will yawn over the President's latest address on the business outlook, or say \u201cYeah?\u201d to the sugar import duties."
328,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-02-02,business outlook,http://www.loc.gov/resource/sn83045462/1930-02-02/ed-1/?sp=32,"The Franklin National Bank, in its February business outlook, predicts that the income of the people of the United States will approach $95,000,000,000 in 1929 when the totals have beenr as sembled."
329,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-02-02,business outlook,http://www.loc.gov/resource/sn83045462/1930-02-02/ed-1/?sp=32,"The optimistic view that is being taken by capable authorities with reference to the business outlook should dispel this attitude of mind, and it should be re membered that, taking the market as a whole, the opportunities to buy which now present themselves are not likely to be repeated."
330,1929 Crash,crisis,"st. croix avis (christiansted, st. croix [v.i.]) 1844-current",virgin islands,1930-04-11,business outlook,http://www.loc.gov/resource/sn84037526/1930-04-11/ed-1/?sp=2,"We are sure that Frederiksted will get their talk ies in time when everything is com pleted, and according to the business outlook in the island in the future."
331,1929 Crash,crisis,"south bend news-times (south bend, ind.) 1913-1938",indiana,1930-01-02,business outlook,http://www.loc.gov/resource/sn87055779/1930-01-02/ed-1/?sp=5,"For ail this growth and development, for the bright business outlook before us and for the unselfish co-operation and support of the thousands of sincere, forward looking home folks of South Bench Oliver is thankful."
332,1929 Crash,crisis,"south bend news-times (south bend, ind.) 1913-1938",indiana,1930-01-02,business outlook,http://www.loc.gov/resource/sn87055779/1930-01-02/ed-1/?sp=5,"It is our earnest wish that during the years ahead, this understanding may continue, these friendships may grow, and that Oliver may continue to bring to South Bend\u2014the home of Oliver prosperity and happiness to eH, All Oliver W>rkers agree that it is great to live among friends in a home town like South Bend."
333,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-01-08,business outlook,http://www.loc.gov/resource/sn83045462/1930-01-08/ed-1/?sp=12,"Harbison, president of the Household Finance Corporation, which has offices in 62 cities in 12 industrial States, and lends sums of $3OO or less to individuals at reasonable rates, is encouraged over the present business outlook."
334,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-22,business outlook,http://www.loc.gov/resource/sn84026749/1930-07-22/ed-1/?sp=3,"Parrish predicted to day: \u201cIndividuality, graceful lines, lovely color combinations, rich looking fabrics, interesting trim mings\u2014all these details, which are decidedly feminine in char acter, are fashion ideas that will have wide-spread acceptance during the coming season.\u201d Discussing the business outlook for fall Mr."
335,1929 Crash,crisis,"st. croix avis (christiansted, st. croix [v.i.]) 1844-current",virgin islands,1930-03-17,business outlook,http://www.loc.gov/resource/sn84037526/1930-03-17/ed-1/?sp=2,"ihe business outlook is very gioomy, many persons are dying from buneer, and some of the na tives of this island who have taken up their abode there for sometime now, are now in for a hard time, being out of work, and would gi.diy return hiome but lack the necessary funds to enable them todo so."
336,1929 Crash,crisis,"the brooksville journal (brooksville, fla.) 192?-1959",florida,1930-04-25,business outlook,http://www.loc.gov/resource/sn95047246/1930-04-25/ed-1/?sp=7,"\u201cThe outlook is most encourag ing,\u201d Mr."
337,1929 Crash,crisis,"the brooksville journal (brooksville, fla.) 192?-1959",florida,1930-04-25,business outlook,http://www.loc.gov/resource/sn95047246/1930-04-25/ed-1/?sp=7,"\u201cFirst quarter production records were far ahead of the same period last year, with more men employed in our factories than there were during the same period last year."
338,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-06-07,business outlook,http://www.loc.gov/resource/sn83045462/1930-06-07/ed-1/?sp=19,"of New Orleans, who will speak on \""The Business Outlook,\"" and Dr."
339,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-06-07,business outlook,http://www.loc.gov/resource/sn83045462/1930-06-07/ed-1/?sp=19,"Ga\u201e who will speak on \""The Young Man in Business.\u201d Tourists visiting Czechoslovakia last 1 year totaled 361.745."
340,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-04-07,business outlook,http://www.loc.gov/resource/sn84026749/1930-04-07/ed-1/?sp=15,Will Aid Merchants The visit of the style expert is hefaided as a most fortuitous circumstance by Columbus who said that in view of the business outlook the visit will be of con siderable importance to Washing ton merchants.
341,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-04-07,business outlook,http://www.loc.gov/resource/sn84026749/1930-04-07/ed-1/?sp=15,"Immediately following the lun cheon meeting of the club, at which Ernest Johnson will preside officers of the federation and the local club will meet for the purpose of drafting final plans for the convention to be held here next month."
342,1929 Crash,crisis,the indianapolis times (indianapolis [ind.]) 1922-1965,indiana,1930-02-18,business outlook,http://www.loc.gov/resource/sn82015313/1930-02-18/ed-1/?sp=2,"Results of the Marmon display at the auto show are the most success ful on record, with sales far ahead of the corresponding period of the show\u2019 last year, Hendricks said."
343,1929 Crash,crisis,the indianapolis times (indianapolis [ind.]) 1922-1965,indiana,1930-02-18,business outlook,http://www.loc.gov/resource/sn82015313/1930-02-18/ed-1/?sp=2,"Optimism for business outlook this summer also was the keynote of similar meetings here Monday, also in connection with the show."
344,1929 Crash,crisis,the indianapolis times (indianapolis [ind.]) 1922-1965,indiana,1930-02-18,business outlook,http://www.loc.gov/resource/sn82015313/1930-02-18/ed-1/?sp=2,Outlook Brighter Seventy-five Chrysler dealers from thirty Indiana counties W\u2019ere guests of Carl H.
345,1929 Crash,crisis,the indianapolis times (indianapolis [ind.]) 1922-1965,indiana,1930-02-18,business outlook,http://www.loc.gov/resource/sn82015313/1930-02-18/ed-1/?sp=2,"Money is returning to bonds and business with the result that the business outlook is brighter than at any time since last summer, F."
346,1929 Crash,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1930-01-03,business outlook,http://www.loc.gov/resource/sn83045293/1930-01-03/ed-1/?sp=7,"SAYS BUSINESS OUTLOOK IS OK WASHINGTON \u2014Vast construc tion programs already formulated and expected business expansion promise to make 1930 a \u201csplendid employment year,\u201d the department of labor declared."
347,1929 Crash,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1930-01-03,business outlook,http://www.loc.gov/resource/sn83045293/1930-01-03/ed-1/?sp=7,"\u201cRoad construction and public improvements will exceed by many millions the 1929 program,\u201d Direc tor General Jones of the depart ment's employment service pointed out in a special report on the 1930 employment outlook."
348,1929 Crash,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1930-01-03,business outlook,http://www.loc.gov/resource/sn83045293/1930-01-03/ed-1/?sp=7,"Referring to the momentary loss of confidence that followed the stock market break, Jones added: \u201cBut the vigor and strength of the nation are evidencing them selves, and after a careful survey of the business outlook we enter the new year with an optimistic spirit and high hopes, and predict that 1930 will measpre in volume of business with the preceding year."
349,1929 Crash,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1930-01-03,business outlook,http://www.loc.gov/resource/sn83045293/1930-01-03/ed-1/?sp=7,"\u201cT he ex t e nsive improvement plans of the major ralroads will af ford much employment in their canstr action, maintenance and equipment!"
350,1929 Crash,crisis,"the bismarck tribune (bismarck, n.d.) 1916-current",north dakota,1930-12-03,business outlook,http://www.loc.gov/resource/sn85042243/1930-12-03/ed-1/?sp=2,By Williams BUSINESS OUTLOOK continues wry Good .Mingleg With Bad in Weekly Report Issued by Business Survey Firm Favorable items continue to mingle with those less favorable in the week ly business outlook issued today by R.
351,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-09-12,business outlook,http://www.loc.gov/resource/sn84026749/1930-09-12/ed-1/?sp=30,"STB FORTRADEGAIN The business outlook of the Radio Corporation of America for the last half of the year is con siderably improved, according to David Samoff, president."
352,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-26,business outlook,http://www.loc.gov/resource/sn84026749/1930-07-26/ed-1/?sp=13,"Boston, president of the league, the convention will open next Tuesday morning after; I the meeting of the directors and the executive committee the pre VloUm day."
353,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-26,business outlook,http://www.loc.gov/resource/sn84026749/1930-07-26/ed-1/?sp=13,"Dodge Corporation, New York city, who, speaking on \u201cThe Real I Estate and Business Outlook.\u201d will give the building and loan men a pictyre of what to expect during the next year from the |L point of ..view of the Dodge Cor- poration, long engaged in build- ing and financial analysis."
354,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-26,business outlook,http://www.loc.gov/resource/sn84026749/1930-07-26/ed-1/?sp=13,"Natthews, of the \u25a0k Babson Institute, who will speak on \u201cThe Way Out of Our Busi- ness Depression.\u201d He will not confine himself to the building B and loan business."
355,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-10-24,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-10-24/ed-1/?sp=40,You will do business a favor and you will do yourself a favor.
356,1929 Crash,crisis,"the washington tribune (washington, d.c.) 1921-1946",district of columbia,1930-01-24,return of prosperity,http://www.loc.gov/resource/sn87062236/1930-01-24/ed-1/?sp=11,"FURRIEST WOMAN IR THE WORLD IN AR UPROARIOUS BATH-TUB SPLASH GLORIFYING BULL MONTANA Feature in \u201cShow of Shows, Warner Bros, and Vitaphone Singing, Talking, Dancing Pic ture Coming to the Lincoln Theatre next week."
357,1929 Crash,crisis,"the daily worker (chicago, ill.;new york, n.y.) 1924-1958",new york; illinois,1930-10-09,return of prosperity,http://www.loc.gov/resource/sn84020097/1930-10-09/ed-1/?sp=1,"The suffering of the millions of jobless, workers, already brutal, will, with the coming of winter, increase to an extent hitherto unknown."
358,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-02,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-10-02/ed-1/?sp=31,\u201cActivities of the axsnHaHnn fno 1 next 12 months will b: devoted to fur t therin\u00df tlr: interests of better retell ronditienr.
359,1929 Crash,crisis,"toledo hungarian-american weekly (toledo, ohio) 1930-1931",ohio,1930-10-31,return of prosperity,http://www.loc.gov/resource/sn89075239/1930-10-31/ed-1/?sp=1,They will co-operate with not strive to thwart President Hoover in his efforts to bring about a return of prosperity for us all.
360,1929 Crash,crisis,the indianapolis times (indianapolis [ind.]) 1922-1965,indiana,1930-08-29,return of prosperity,http://www.loc.gov/resource/sn82015313/1930-08-29/ed-1/?sp=19,"The firms and individuals have started this movement, which they hope will sweep the country."
361,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-30,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-07-30/ed-1/?sp=16,A new and retaliatory Canadian tariff system will not help Amer ican products in that competi tion.
362,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-30,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-07-30/ed-1/?sp=16,"Grange Will Oppose Mpunt Vernon Bond Va., July 30.\u2014 S Mount Vernon Orange has voted to oppose the joint recommenda tion of the county school board and the county board of super-* visors that a bond issue be au thorized in this district for the construction of four consolidated school centers at Woodlawn."
363,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-30,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-07-30/ed-1/?sp=16,"The Grange will work instead for two larger school plants to be built at points to be decided, on later."
364,1929 Crash,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1930-04-25,return of prosperity,http://www.loc.gov/resource/sn89075140/1930-04-25/ed-1/?sp=1,"Adequate markets, not the Grundy bill, will mean a return of prosperity to the manu facturers, laboring people and far mers of the United States."
365,1929 Crash,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1930-04-25,return of prosperity,http://www.loc.gov/resource/sn89075140/1930-04-25/ed-1/?sp=1,"The Grundy tariff law will hurt, not help, American business and American labor.\"" The will of the late Albert Bell leaves all personal property, after, all debts are paid, to his wife, Margaret Bell."
366,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-09-10,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-09-10/ed-1/?sp=30,"P Do Your Bit It May Be Little, but It Will Beto- Overhaul your wardrobe, pick oat Mat dd mot Mm battered hat, that forgotten pair es sham Ml CBBaMM overcoat, and send them to the Sahrdftaa Aeaap."
367,1929 Crash,crisis,the indianapolis times (indianapolis [ind.]) 1922-1965,indiana,1930-08-29,return of prosperity,http://www.loc.gov/resource/sn82015313/1930-08-29/ed-1/?sp=18,"The firms and individuals have started this movement, which they hope will sweep the country."
368,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-08-26,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-08-26/ed-1/?sp=20,"We expect to not only improve service, but effect additional economies through the opera tion of this new power equip ment."
369,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-30,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-10-30/ed-1/?sp=5,"Graham of Philadelphia, has resigned as Pennsyl vania's member of the Republican Congressional Committee and announced that he will support John Hemphill, Democratic-Liberal candidate for Gov ernor."
370,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-23,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-11-23/ed-1/?sp=23,The re sult 1$ that statistics do not always tru LONDON BANKERS SEE RECOVERY AHEAD Surplus Stocks Are Declared Last Obstacle to Return of Prosperity.
371,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-23,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-11-23/ed-1/?sp=23,"\u201cThe current reductions being made in retail prices, and plans to reduce prices still further, are well conceived,\u201d says the review, \""and may be expected to Increase consumption, reduce stocks in terms of sales, and start the whole 1 cycle of industrial recovery In motion.\u201d!"
372,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-09-20,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-09-20/ed-1/?sp=15,"BRYSON DISTRICT passenger agent for the Canadian National Rail ways here, who predicted a gradual return of prosperity."
373,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-06-21,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-06-21/ed-1/?sp=15,TAa National Daily to the country himself as to gen eral business conditions and the I outlook for the future.
